stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,platform_code,import_id,city_name,ext_siri1_id,ext_stop_headsigns,stop_code_insee
AMA01,,Amade,Bayonne - Amade,43.50580700,-1.47516000,,,0,place_AMA-AMAD,0,,AMA01,Bayonne,AMA01,Direction ~ Norabidea: Anglet Quintaou/Endarra,64102
AMAD02,,Amade,Bayonne - Amade,43.50606000,-1.47613500,,,0,place_AMA-AMAD,0,,AMAD02,Bayonne,AMAD02,Direction ~ Norabidea: Tarnos Square Mora,64102
AMLU01,,Ametz Lura,Saint-Pierre-d'Irube - Ametz Lura,43.46164700,-1.43306300,,,0,place_AMLU,0,,AMLU01,Saint-Pierre-d'Irube,AMLU01,Direction ~ Norabidea: St Pierre D'Irube Aturri / Bayonne Lauga/Cassin/Marrac,64496
AMLU02,,Ametz Lura,Saint-Pierre-d'Irube - Ametz Lura,43.46157500,-1.43301100,,,0,place_AMLU,0,,AMLU02,Saint-Pierre-d'Irube,AMLU02,Direction ~ Norabidea: St Pierre D'Irube Mur à gauche/Hillans / St Pierre D'Irube Bel Air,64496
ADUF01,,Amédée Dufourg,Anglet - Amédée Dufourg,43.48220500,-1.51494500,,,0,place_ADUF,0,,ADUF01,Anglet,ADUF01,Direction ~ Norabidea: Anglet Chambre d'Amour,64024
ADUF02,,Amédée Dufourg,Anglet - Amédée Dufourg,43.48210500,-1.51498300,,,0,place_ADUF,0,,ADUF02,Anglet,ADUF02,Direction ~ Norabidea: Anglet Bordes/Troix Croix,64024
ABBA01,,Antoine d'Abbadie,Bidart - Antoine d'Abbadie,43.44758100,-1.55627100,,,0,place_ABBA,0,,ABBA01,Bidart,ABBA01,Direction ~ Norabidea: Biarritz Aéroport/Bidart Izarbel,64125
ABBA02,,Antoine d'Abbadie,Bidart - Antoine d'Abbadie,43.44767800,-1.55615500,,,0,place_ABBA,0,,ABBA02,Bidart,ABBA02,Direction ~ Norabidea: Bayonne Sainsontan,64125
ABBA11,,Antoine d'Abbadie,Bidart - Antoine d'Abbadie,43.44775000,-1.55703700,,,0,place_ABBA,0,,ABBA11,Bidart,ABBA11,Direction ~ Norabidea: Mairie de Bidart,64125
ABBA12,,Antoine d'Abbadie,Bidart - Antoine d'Abbadie,43.44777700,-1.55691100,,,0,place_ABBA,0,,ABBA12,Bidart,ABBA12,Direction ~ Norabidea: Bayonne Technocité,64125
ARAG01,,Aragon,Boucau - Aragon,43.53355700,-1.47763000,,,0,place_ARAG,0,,ARAG01,Boucau,ARAG01,Direction ~ Norabidea: Anglet Quintaou/Endarra,64140
ARAG02,,Aragon,Boucau - Aragon,43.53358300,-1.47758000,,,0,place_ARAG,0,,ARAG02,Boucau,ARAG02,Direction ~ Norabidea: Tarnos Square Mora,64140
ABOU01,,Arcangues Bourg,Arcangues - Arcangues Bourg,43.43511800,-1.51890200,,,0,place_ABOU,0,,ABOU01,Arcangues,ABOU01,Direction ~ Norabidea: Gare de Biarritz,64038
ABOU02,,Arcangues Bourg,Arcangues - Arcangues Bourg,43.43556700,-1.51937300,,,0,place_ABOU,0,,ABOU02,Arcangues,ABOU02,Direction ~ Norabidea: Bayonne Place des Basques,64038
ARG02,,Argote,Bayonne - Argote,43.49519800,-1.46420100,,,0,place_ARG,0,,ARG02,Bayonne,ARG02,Direction ~ Norabidea: Quartier Arènes,64102
ARKI01,,Arguizabal,Villefranque - Arguizabal,43.44240200,-1.45843300,,,0,place_ARKI,0,,ARKI01,Villefranque,ARKI01,Direction ~ Norabidea: Bayonne Place des Basques,64558
ARKI02,,Arguizabal,Villefranque - Arguizabal,43.44234900,-1.45857900,,,0,place_ARKI,0,,ARKI02,Villefranque,ARKI02,Direction ~ Norabidea: Villefranque Mendiburua,64558
ARIT01,,Aritxague,Anglet - Aritxague,43.47387800,-1.49574500,,,0,place_ARIT,0,,ARIT01,Anglet,ARIT01,Direction ~ Norabidea: Anglet Quintaou/Endarra,64024
ARIT02,,Aritxague,Anglet - Aritxague,43.47382800,-1.49583200,,,0,place_ARIT,0,,ARIT02,Anglet,ARIT02,Direction ~ Norabidea: Tarnos Square Mora,64024
ARTO01,,Armand Toulet,Anglet - Armand Toulet,43.48702000,-1.50097500,,,0,place_ARTO,0,,ARTO01,Anglet,ARTO01,Direction ~ Norabidea: Mairie de Biarritz / Gare de Bayonne Parvis,64024
ARTO02,,Armand Toulet,Anglet - Armand Toulet,43.48708300,-1.50087500,,,0,place_ARTO,0,,ARTO02,Anglet,ARTO02,Direction ~ Norabidea: Hauts de Bayonne / Biarritz Gare - Halle Iraty,64024
AROT11,,Arotzaenea,Saint-Pierre-d'Irube - Arotzaenea,43.46634800,-1.44430200,,,0,place_AROT,0,,AROT11,Saint-Pierre-d'Irube,AROT11,Direction ~ Norabidea: Gare de Biarritz,64496
AROT12,,Arotzaenea,Saint-Pierre-d'Irube - Arotzaenea,43.46630300,-1.44435900,,,0,place_AROT,0,,AROT12,Saint-Pierre-d'Irube,AROT12,Direction ~ Norabidea: Bayonne Place des Basques/St-Pierre d'Irube Ametzondo,64496
ARRO01,,Arrousets,Bayonne - Arrousets,43.49852700,-1.43651200,,,0,place_ARRO,0,,ARRO01,Bayonne,ARRO01,Direction ~ Norabidea: Anglet Chambre d'Amour,64102
ARRO02,,Arrousets,Bayonne - Arrousets,43.49870500,-1.43653500,,,0,place_ARRO,0,,ARRO02,Bayonne,ARRO02,Direction ~ Norabidea: Bayonne Haut de Bayonne,64102
ARSE01,,Arsenal,Bayonne - Arsenal,43.48831300,-1.47257800,,,0,place_ARSE,0,,ARSE01,Bayonne,ARSE01,Direction ~ Norabidea: Glain / Biarritz Gare - Halle Iraty / Anglet Quintaou/Endarra,64102
ARSE02,,Arsenal,Bayonne - Arsenal,43.48823500,-1.47225500,,,0,place_ARSE,0,,ARSE02,Bayonne,ARSE02,Direction ~ Norabidea: Champ de Foire / Gare de Bayonne Parvis / Tarnos Square Mora,64102
ARTG11,,Artigasses,Tarnos - Artigasses,43.54603700,-1.46723800,,,0,place_ARTG,0,,ARTG11,Tarnos,ARTG11,Direction ~ Norabidea: Tarnos collège Wallon,40312
ARTG12,,Artigasses,Tarnos - Artigasses,43.54598100,-1.46754300,,,0,place_ARTG,0,,ARTG12,Tarnos,ARTG12,Direction ~ Norabidea: Tarnos Castillon,40312
ARTE01,,Artémis,Anglet - Artémis,43.47410700,-1.50021400,,,0,place_ARTE,0,,ARTE01,Anglet,ARTE01,Direction ~ Norabidea: Anglet Quintaou/Endarra / Anglet Chambre d'Amour,64024
ARTE02,,Artémis,Anglet - Artémis,43.47390000,-1.50009500,,,0,place_ARTE,0,,ARTE02,Anglet,ARTE02,Direction ~ Norabidea: Tarnos Square Mora / Anglet Bordes/Troix Croix,64024
AREN01,,Arènes,Bayonne - Arènes,43.49373700,-1.48859300,,,0,place_AREN,0,,AREN01,Bayonne,AREN01,Direction ~ Norabidea: Anglet Chambre d'Amour,64102
AREN02,,Arènes,Bayonne - Arènes,43.49322800,-1.48827800,,,0,place_AREN,0,,AREN02,Bayonne,AREN02,Direction ~ Norabidea: Bayonne Haut de Bayonne,64102
ARPO01,,Arènes-Los Pontòts,Bayonne - Arènes-Los Pontòts,43.49363700,-1.49259800,,,0,place_ARPO,0,,ARPO01,Bayonne,ARPO01,Direction ~ Norabidea: Mairie de Biarritz / Anglet Chambre d'Amour,64102
ARPO02,,Arènes-Los Pontòts,Bayonne - Arènes-Los Pontòts,43.49359500,-1.49239700,,,0,place_ARPO,0,,ARPO02,Bayonne,ARPO02,Direction ~ Norabidea: Hauts de Bayonne / Bayonne Haut de Bayonne,64102
ATAB01,,Atabal,Biarritz - Atabal,43.46007700,-1.53944500,,,0,place_ATAB,0,,ATAB01,Biarritz,ATAB01,Direction ~ Norabidea: Gare de Bayonne Parvis / Mairie de Bidart,64122
ATAB02,,Atabal,Biarritz - Atabal,43.46035700,-1.53871700,,,0,place_ATAB,0,,ATAB02,Biarritz,ATAB02,Direction ~ Norabidea: Biarritz Gare - Halle Iraty / Bayonne Technocité,64122
ATHE01,,Atherbea,Bidart - Atherbea,43.43752300,-1.58954800,,,0,place_ATHE,0,,ATHE01,Bidart,ATHE01,Direction ~ Norabidea: Mairie de Bidart,64125
ATUR01,,Aturri,Saint-Pierre-d'Irube - Aturri,43.47262200,-1.44251700,,,0,place_ATUR,0,,ATUR01,Saint-Pierre-d'Irube,ATUR01,Direction ~ Norabidea: Gare de Biarritz,64496
ATUR02,,Aturri,Saint-Pierre-d'Irube - Aturri,43.47284000,-1.44245500,,,0,place_ATUR,0,,ATUR02,Saint-Pierre-d'Irube,ATUR02,Direction ~ Norabidea: Bayonne Place des Basques/St-Pierre d'Irube Ametzondo,64496
AXRI01,,Axeri-Mendi,Bassussarry - Axeri-Mendi,43.44111900,-1.50543100,,,0,place_AXRI,0,,AXRI01,Bassussarry,AXRI01,Direction ~ Norabidea: Gare de Biarritz,64100
AXRI02,,Axeri-Mendi,Bassussarry - Axeri-Mendi,43.44155500,-1.50497200,,,0,place_AXRI,0,,AXRI02,Bassussarry,AXRI02,Direction ~ Norabidea: Bayonne Place des Basques,64100
AYGA01,,Aygas,Tarnos - Aygas,43.53997200,-1.47796500,,,0,place_AYGA,0,,AYGA01,Tarnos,AYGA01,Direction ~ Norabidea: Tarnos Castillon,40312
AYGA02,,Aygas,Tarnos - Aygas,43.53977800,-1.47828000,,,0,place_AYGA,0,,AYGA02,Tarnos,AYGA02,Direction ~ Norabidea: Tarnos Grimau,40312
AYGS01,,Aygassot,Boucau - Aygassot,43.53872800,-1.48098200,,,0,place_AYGS,0,,AYGS01,Boucau,AYGS01,Direction ~ Norabidea: Tarnos Square Mora,64140
AYGS02,,Aygassot,Boucau - Aygassot,43.53875500,-1.48092700,,,0,place_AYGS,0,,AYGS02,Boucau,AYGS02,Direction ~ Norabidea: Boucau Lacouture,64140
AERO01,,Aéroport de Biarritz,Anglet - Aéroport de Biarritz,43.47206500,-1.53239500,,,0,place_AERO,0,,AERO01,Anglet,AERO01,Direction ~ Norabidea: Bayonne Sainsontan / Biarritz Cité Scolaire / Anglet Redon/La Barre,64024
BAB301,,BAB 3000,Anglet - BAB 3000,43.49363200,-1.51843900,,,0,place_BAB1,0,,BAB301,Anglet,BAB301,Direction ~ Norabidea: Biarritz Cité Scolaire,64024
BAB302,,BAB 3000,Anglet - BAB 3000,43.49369000,-1.51841200,,,0,place_BAB1,0,,BAB302,Anglet,BAB302,Direction ~ Norabidea: Anglet Redon/La Barre,64024
BAB201,,BAB2,Anglet - BAB2,43.49044700,-1.49865400,,,0,place_BAB,0,,BAB201,Anglet,BAB201,Direction ~ Norabidea: Mairie de Biarritz,64024
BAB202,,BAB2,Anglet - BAB2,43.49056100,-1.49855800,,,0,place_BAB,0,,BAB202,Anglet,BAB202,Direction ~ Norabidea: Hauts de Bayonne,64024
BAGA01,,Bagatelle,Saint-Martin-de-Seignanx - Bagatelle,43.52697600,-1.39352500,,,0,place_BAGA,0,,BAGA01,Saint-Martin-de-Seignanx,BAGA01,Direction ~ Norabidea: Hauts de Bayonne,40273
BAGA02,,Bagatelle,Saint-Martin-de-Seignanx - Bagatelle,43.52683000,-1.39352100,,,0,place_BAGA,0,,BAGA02,Saint-Martin-de-Seignanx,BAGA02,Direction ~ Norabidea: Stade Goni,40273
BAHI11,,Bahinos,Anglet - Bahinos,43.49456300,-1.51787000,,,0,place_BAHI,0,,BAHI11,Anglet,BAHI11,Direction ~ Norabidea: Gare de Biarritz,64024
BAHI12,,Bahinos,Anglet - Bahinos,43.49397100,-1.51941100,,,0,place_BAHI,0,,BAHI12,Anglet,BAHI12,Direction ~ Norabidea: Bayonne Place des Basques/St-Pierre d'Irube Ametzondo,64024
BAL01,,Bali,Tarnos - Bali,43.53554300,-1.45501200,,,0,place_BAL,0,,BAL01,Tarnos,BAL01,Direction ~ Norabidea: Bayonne Lauga/Cassin/Marrac / Bayonne Villa Pia/Marrac / Tarnos Baudonne,40312
BAL02,,Bali,Tarnos - Bali,43.53565800,-1.45508100,,,0,place_BAL,0,,BAL02,Tarnos,BAL02,Direction ~ Norabidea: Tarnos Petit Jean,40312
BALI11,,Balishon,Bayonne - Balishon,43.49619800,-1.48568800,,,0,place_BALI,0,,BALI11,Bayonne,BALI11,Direction ~ Norabidea: Mairie de Biarritz,64102
BALI12,,Balishon,Bayonne - Balishon,43.49611000,-1.48550800,,,0,place_BALI,0,,BALI12,Bayonne,BALI12,Direction ~ Norabidea: Hauts de Bayonne,64102
BANI11,,Banicq,Tarnos - Banicq,43.53102200,-1.44744000,,,0,place_BANI,0,,BANI11,Tarnos,BANI11,Direction ~ Norabidea: Bayonne Lauga/Cassin/Marrac / Bayonne Villa Pia/Marrac / Tarnos Baudonne,40312
BANI12,,Banicq,Tarnos - Banicq,43.53097700,-1.44743700,,,0,place_BANI,0,,BANI12,Tarnos,BANI12,Direction ~ Norabidea: Tarnos Petit Jean,40312
BARJ01,,Bar Jean,Boucau - Bar Jean,43.52799700,-1.49103800,,,0,place_BARJ,0,,BARJ01,Boucau,BARJ01,Direction ~ Norabidea: Anglet Quintaou/Endarra,64140
BARJ02,,Bar Jean,Boucau - Bar Jean,43.52760500,-1.49221300,,,0,place_BARJ,0,,BARJ02,Boucau,BARJ02,Direction ~ Norabidea: Anglet Quintaou/Endarra,64140
BARB12,,Barbarenia,Bidart - Barbarenia,43.44969300,-1.55927500,,,0,place_BARB,0,,BARB12,Bidart,BARB12,Direction ~ Norabidea: Bayonne Sainsontan / Bayonne Technocité,64125
BARC01,,Barchalot,Biarritz - Barchalot,43.46273300,-1.55955700,,,0,place_BARC,0,,BARC01,Biarritz,BARC01,Direction ~ Norabidea: Bidart Lore Lande,64122
BARC02,,Barchalot,Biarritz - Barchalot,43.46277100,-1.55962000,,,0,place_BARC,0,,BARC02,Biarritz,BARC02,Direction ~ Norabidea: Bayonne Place des Basques,64122
BRRT01,,Barrat,Tarnos - Barrat,43.54120300,-1.47560500,,,0,place_BRRT,0,,BRRT01,Tarnos,BRRT01,Direction ~ Norabidea: Tarnos Castillon,40312
BRRT02,,Barrat,Tarnos - Barrat,43.54176800,-1.47507500,,,0,place_BRRT,0,,BRRT02,Tarnos,BRRT02,Direction ~ Norabidea: Tarnos Grimau,40312
BARS01,,Barriere SNCF St-Bernard,Bayonne - Barriere SNCF St-Bernard,43.50226300,-1.47945400,,,0,place_BARS,0,,BARS01,Bayonne,BARS01,Direction ~ Norabidea: Gare de Bayonne Parvis,64102
BARS02,,Barriere SNCF St-Bernard,Bayonne - Barriere SNCF St-Bernard,43.50233800,-1.47930500,,,0,place_BARS,0,,BARS02,Bayonne,BARS02,Direction ~ Norabidea: Ondres Plage,64102
BART01,,Barthassot,Boucau - Barthassot,43.52702800,-1.49087000,,,0,place_BART,0,,BART01,Boucau,BART01,Direction ~ Norabidea: Anglet Quintaou/Endarra,64140
BART02,,Barthassot,Boucau - Barthassot,43.52668300,-1.49038400,,,0,place_BART,0,,BART02,Boucau,BART02,Direction ~ Norabidea: Tarnos Square Mora,64140
BRTE01,,Barthes,Bassussarry - Barthes,43.44287800,-1.49974600,,,0,place_BRTE,0,,BRTE01,Bassussarry,BRTE01,Direction ~ Norabidea: Bassussarry Axeri Mendi,64100
BRTE02,,Barthes,Bassussarry - Barthes,43.44290900,-1.49963700,,,0,place_BRTE,0,,BRTE02,Bassussarry,BRTE02,Direction ~ Norabidea: Bayonne Marrac,64100
BBOU01,,Bassussarry Bourg,Bassussarry - Bassussarry Bourg,43.44595700,-1.50946300,,,0,place_BBOU,0,,BBOU01,Bassussarry,BBOU01,Direction ~ Norabidea: Gare de Biarritz,64100
BBOU02,,Bassussarry Bourg,Bassussarry - Bassussarry Bourg,43.44602800,-1.50958700,,,0,place_BBOU,0,,BBOU02,Bassussarry,BBOU02,Direction ~ Norabidea: Bayonne Place des Basques,64100
BAST01,,Bastié,Anglet - Bastié,43.46362800,-1.50534000,,,0,place_BAST,0,,BAST01,Anglet,BAST01,Direction ~ Norabidea: Mairie de Bidart,64024
BAST02,,Bastié,Anglet - Bastié,43.46363000,-1.50516000,,,0,place_BAST,0,,BAST02,Anglet,BAST02,Direction ~ Norabidea: Bayonne Technocité,64024
BAYA01,,Bayonne Adour,Bayonne - Bayonne Adour,43.49614200,-1.43664300,,,0,place_BAYA,0,,BAYA01,Bayonne,BAYA01,Direction ~ Norabidea: Anglet Chambre d'Amour,64102
BAYA02,,Bayonne Adour,Bayonne - Bayonne Adour,43.49612500,-1.43625700,,,0,place_BAYA,0,,BAYA02,Bayonne,BAYA02,Direction ~ Norabidea: Bayonne Haut de Bayonne,64102
RIVA01,,Beaurivage,Biarritz - Beaurivage,43.47094800,-1.56829800,,,0,place_RIVA,0,,RIVA01,Biarritz,RIVA01,Direction ~ Norabidea: Bidart Lore Lande / Bidart Uhabia,64122
RIVA02,,Beaurivage,Biarritz - Beaurivage,43.47197200,-1.56657100,,,0,place_RIVA,0,,RIVA02,Biarritz,RIVA02,Direction ~ Norabidea: Bayonne Place des Basques / Mairie de Biarritz Louis Barthou,64122
BELA01,,Bel Air,Saint-Pierre-d'Irube - Bel Air,43.46384200,-1.44593200,,,0,place_BELA,0,,BELA01,Saint-Pierre-d'Irube,BELA01,Direction ~ Norabidea: St Pierre D'Irube Aturri / Bayonne Lauga/Cassin/Marrac,64496
BELA02,,Bel Air,Saint-Pierre-d'Irube - Bel Air,43.46373300,-1.44588600,,,0,place_BELA,0,,BELA02,Saint-Pierre-d'Irube,BELA02,Direction ~ Norabidea: St Pierre D'Irube Mur à gauche/Hillans,64496
CGPM01,,Bela Basque,Anglet - Bela Basque,43.46447200,-1.53232800,,,0,place_CGPM,0,,CGPM01,Anglet,CGPM01,Direction ~ Norabidea: Mairie de Bidart,64024
CGPM02,,Bela Basque,Anglet - Bela Basque,43.46447200,-1.53190500,,,0,place_CGPM,0,,CGPM02,Anglet,CGPM02,Direction ~ Norabidea: Bayonne Technocité,64024
BELY02,,Belay,Biarritz - Belay,43.47495300,-1.55361400,,,0,place_BELY,0,,BELY02,Biarritz,BELY02,Direction ~ Norabidea: Hippodrome,64122
BELH01,,Belharra,Bayonne - Belharra,43.47922700,-1.45581500,,,0,place_BELH,0,,BELH01,Bayonne,BELH01,Direction ~ Norabidea: Gare de Biarritz,64102
BELH02,,Belharra,Bayonne - Belharra,43.47910300,-1.45580800,,,0,place_BELH,0,,BELH02,Bayonne,BELH02,Direction ~ Norabidea: Bayonne Place des Basques/St-Pierre d'Irube Ametzondo,64102
BELM01,,Belle Marion,Anglet - Belle Marion,43.49590300,-1.51598700,,,0,place_BELM,0,,BELM01,Anglet,BELM01,Direction ~ Norabidea: Biarritz Cité Scolaire,64024
BELM02,,Belle Marion,Anglet - Belle Marion,43.49604000,-1.51549800,,,0,place_BELM,0,,BELM02,Anglet,BELM02,Direction ~ Norabidea: Anglet Redon/La Barre,64024
BELL01,,Bellevue,Anglet - Bellevue,43.50331800,-1.51212300,,,0,place_BELL,0,,BELL01,Anglet,BELL01,Direction ~ Norabidea: Anglet Chambre d'Amour,64024
BELL02,,Bellevue,Anglet - Bellevue,43.50329500,-1.51178300,,,0,place_BELL,0,,BELL02,Anglet,BELL02,Direction ~ Norabidea: Bayonne Haut de Bayonne,64024
BEPK01,,Bellevue Parking,Biarritz - Bellevue Parking,43.48230600,-1.56160900,,,0,place_BEPK,0,,BEPK01,Biarritz,BEPK01,Direction ~ Norabidea: Harispe / Hippodrome,64122
BERN11,,Bernain,Anglet - Bernain,43.48248800,-1.51033500,,,0,place_BERN,0,,BERN11,Anglet,BERN11,Direction ~ Norabidea: Anglet Redon/La Barre,64024
BERN12,,Bernain,Anglet - Bernain,43.48228200,-1.51017300,,,0,place_BERN,0,,BERN12,Anglet,BERN12,Direction ~ Norabidea: Biarritz Cité Scolaire / Tarnos Square Mora,64024
BRNM01,,Bernain-Montòri,Anglet - Bernain-Montòri,43.48153800,-1.51010800,,,0,place_BRNM,0,,BRNM01,Anglet,BRNM01,Direction ~ Norabidea: Mairie de Biarritz / Biarritz Aéroport/Bidart Izarbel / Anglet Quintaou/Endarra,64024
BRNM02,,Bernain-Montòri,Anglet - Bernain-Montòri,43.48155100,-1.50993500,,,0,place_BRNM,0,,BRNM02,Anglet,BRNM02,Direction ~ Norabidea: Hauts de Bayonne / Bayonne Sainsontan,64024
MAIR01,,Bernède,Bayonne - Bernède,43.49330400,-1.47578400,,,0,place_MAIR,0,,MAIR01,Bayonne,MAIR01,Direction ~ Norabidea: Glain / Quartier St-Esprit,64102
MAIR02,,Bernède,Bayonne - Bernède,43.49329400,-1.47610000,,,0,place_MAIR,0,,MAIR02,Bayonne,MAIR02,Direction ~ Norabidea: Champ de Foire / Quartier Arènes,64102
BRAU01,,Berraute,Anglet - Berraute,43.45567600,-1.49738000,,,0,place_BRAU,0,,BRAU01,Anglet,BRAU01,Direction ~ Norabidea: Bassussarry Axeri Mendi,64024
BRAU02,,Berraute,Anglet - Berraute,43.45547900,-1.49735500,,,0,place_BRAU,0,,BRAU02,Anglet,BRAU02,Direction ~ Norabidea: Bayonne Marrac,64024
BERR01,,Berrua,Bidart - Berrua,43.43825700,-1.58318200,,,0,place_BERR,0,,BERR01,Bidart,BERR01,Direction ~ Norabidea: Mairie de Bidart,64125
BERR02,,Berrua,Bidart - Berrua,43.43823000,-1.58288200,,,0,place_BERR,0,,BERR02,Bidart,BERR02,Direction ~ Norabidea: Bayonne Technocité,64125
BERTR01,,Bertrix,Ondres - Bertrix,43.56598400,-1.44440600,,,0,place_BERTR,0,,BERTR01,Ondres,BERTR01,Direction ~ Norabidea: Gare de Bayonne Parvis,40209
BERTR02,,Bertrix,Ondres - Bertrix,43.56590700,-1.44430400,,,0,place_BERTR,0,,BERTR02,Ondres,BERTR02,Direction ~ Norabidea: Ondres Plage,40209
BEYR01,,Beyris,Bayonne - Beyris,43.48419000,-1.49896900,,,0,place_BEYR,0,,BEYR01,Bayonne,BEYR01,Direction ~ Norabidea: Biarritz Aéroport/Bidart Izarbel,64102
BEYR02,,Beyris,Bayonne - Beyris,43.48392000,-1.49957200,,,0,place_BEYR,0,,BEYR02,Bayonne,BEYR02,Direction ~ Norabidea: Bayonne Sainsontan / Gare de Bayonne Parvis,64102
BTZC01,,Biarritz Camping,Biarritz - Biarritz Camping,43.46207700,-1.56724800,,,0,place_BTZC,0,,BTZC01,Biarritz,BTZC01,Direction ~ Norabidea: Bidart Lore Lande,64122
BTZC02,,Biarritz Camping,Biarritz - Biarritz Camping,43.46208800,-1.56734300,,,0,place_BTZC,0,,BTZC02,Biarritz,BTZC02,Direction ~ Norabidea: Bayonne Place des Basques,64122
BIAR01,,Biarrotte,Tarnos - Biarrotte,43.51720600,-1.42825600,,,0,place_BIAR-BIARR,0,,BIAR01,Tarnos,BIAR01,Direction ~ Norabidea: Hauts de Bayonne,40312
BIAR02,,Biarrotte,Tarnos - Biarrotte,43.51668500,-1.42918100,,,0,place_BIAR-BIARR,0,,BIAR02,Tarnos,BIAR02,Direction ~ Norabidea: Stade Goni,40312
BIARR01,,Biarrotte,Tarnos - Biarrotte,43.51679300,-1.42928800,,,0,place_BIAR-BIARR,0,,BIARR01,Tarnos,BIARR01,Direction ~ Norabidea: Tarnos Baudonne,40312
BIARR02,,Biarrotte,Tarnos - Biarrotte,43.51688000,-1.42861300,,,0,place_BIAR-BIARR,0,,BIARR02,Tarnos,BIARR02,Direction ~ Norabidea: Tarnos Collège Wallon,40312
BIBL02,,Bibliothèque,Anglet - Bibliothèque,43.48510500,-1.51380900,,,0,place_BIBL,0,,BIBL02,Anglet,BIBL02,Direction ~ Norabidea: Anglet Quintaou/Endarra,64024
BIDE01,,Bide Artean,Bidart - Bide Artean,43.44575300,-1.58320300,,,0,place_BIDE,0,,BIDE01,Bidart,BIDE01,Direction ~ Norabidea: Bidart Uhabia,64125
BIDE02,,Bide Artean,Bidart - Bide Artean,43.44556800,-1.58320200,,,0,place_BIDE,0,,BIDE02,Bidart,BIDE02,Direction ~ Norabidea: Mairie de Biarritz Louis Barthou,64125
BIGO01,,Bigorre,Boucau - Bigorre,43.53369800,-1.48823500,,,0,place_BIGO,0,,BIGO01,Boucau,BIGO01,Direction ~ Norabidea: Tarnos Square Mora,64140
BIGO02,,Bigorre,Tarnos - Bigorre,43.53372500,-1.48824700,,,0,place_BIGO,0,,BIGO02,Tarnos,BIGO02,Direction ~ Norabidea: Boucau Lacouture,40312
BEDE01,,Bista Eder,Mouguerre - Bista Eder,43.47300700,-1.41620000,,,0,place_BEDE,0,,BEDE01,Mouguerre,BEDE01,Direction ~ Norabidea: Mouguerre Cigaro,64407
BEDE02,,Bista Eder,Mouguerre - Bista Eder,43.47323800,-1.41635700,,,0,place_BEDE,0,,BEDE02,Mouguerre,BEDE02,Direction ~ Norabidea: Gare de Bayonne Parvis,64407
BLAN01,,Blancpignon,Anglet - Blancpignon,43.51212200,-1.50019100,,,0,place_BLAN,0,,BLAN01,Anglet,BLAN01,Direction ~ Norabidea: Biarritz Cité Scolaire,64024
BLAN02,,Blancpignon,Anglet - Blancpignon,43.51198800,-1.50018600,,,0,place_BLAN,0,,BLAN02,Anglet,BLAN02,Direction ~ Norabidea: Anglet Redon/La Barre,64024
BOIB01,,Bois Belin,Anglet - Bois Belin,43.49317800,-1.51639300,,,0,place_BOIB,0,,BOIB01,Anglet,BOIB01,Direction ~ Norabidea: Biarritz Gare - Halle Iraty / Anglet Redon/La Barre,64024
BOIB02,,Bois Belin,Anglet - Bois Belin,43.49314000,-1.51650900,,,0,place_BOIB,0,,BOIB02,Anglet,BOIB02,Direction ~ Norabidea: Gare de Bayonne Parvis / Biarritz Cité Scolaire,64024
BOIS01,,Bois de Boulogne,Biarritz - Bois de Boulogne,43.46123300,-1.54940400,,,0,place_BOIS,0,,BOIS01,Biarritz,BOIS01,Direction ~ Norabidea: Biarritz Gare - Halle Iraty / Bidart Lore Lande,64122
BOIS02,,Bois de Boulogne,Biarritz - Bois de Boulogne,43.46079800,-1.54853700,,,0,place_BOIS,0,,BOIS02,Biarritz,BOIS02,Direction ~ Norabidea: Gare de Bayonne Parvis / Bayonne Place des Basques,64122
GUIL02,,Bois Guilhou,Boucau - Bois Guilhou,43.51934000,-1.48494700,,,0,place_GUIL,0,,GUIL02,Boucau,GUIL02,Direction ~ Norabidea: Tarnos Square Mora,64140
BRDA01,,Borda,Mouguerre - Borda,43.47631300,-1.43187000,,,0,place_BRDA,0,,BRDA01,Mouguerre,BRDA01,Direction ~ Norabidea: Mouguerre Cigaro,64407
BRDA02,,Borda,Mouguerre - Borda,43.47658500,-1.43209900,,,0,place_BRDA,0,,BRDA02,Mouguerre,BRDA02,Direction ~ Norabidea: Gare de Bayonne Parvis,64407
BRDE01,,Bordes,Anglet - Bordes,43.45700000,-1.50313000,,,0,place_BRDE,0,,BRDE01,Anglet,BRDE01,Direction ~ Norabidea: Anglet Bordes/Troix Croix / Gare de Biarritz,64024
BRDE02,,Bordes,Anglet - Bordes,43.45709000,-1.50232100,,,0,place_BRDE,0,,BRDE02,Anglet,BRDE02,Direction ~ Norabidea: Anglet Chambre d'Amour / Bayonne Place des Basques,64024
BOUR01,,Bourbaki,Bayonne - Bourbaki,43.49318000,-1.46613700,,,0,place_BOUR,0,,BOUR01,Bayonne,BOUR01,Direction ~ Norabidea: Biarritz Aéroport/Bidart Izarbel / Anglet Chambre d'Amour,64102
BOUR02,,Bourbaki,Bayonne - Bourbaki,43.49307700,-1.46602300,,,0,place_BOUR,0,,BOUR02,Bayonne,BOUR02,Direction ~ Norabidea: Bayonne Sainsontan / Bayonne Haut de Bayonne,64102
