stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,platform_code,import_id,city_name,ext_siri1_id,ext_stop_headsigns,stop_code_insee
place_NOVE,,11 Novembre,Tarnos - 11 Novembre,43.53877200,-1.45224400,,,1,,0,,,Tarnos,,,40312
place_AVRI,,14 Avril,Bayonne - 14 Avril,43.50246000,-1.46245750,,,1,,0,,,Bayonne,,,64102
place_JUIN,,18 Juin,Biarritz - 18 Juin,43.48576600,-1.54730200,,,1,,0,,,Biarritz,,,64122
place_PETC,,4 Vents,Boucau - 4 Vents,43.53206850,-1.47621250,,,1,,0,,,Boucau,,,64140
place_7PUI,,7 Puits,Anglet - 7 Puits,43.47176450,-1.52667200,,,1,,0,,,Anglet,,,64024
place_NOST,,A Noste,Boucau - A Noste,43.52799250,-1.47373750,,,1,,0,,,Boucau,,,64140
place_CRZA,,A. Croizat,Tarnos - A. Croizat,43.53520050,-1.49049000,,,1,,0,,,Tarnos,,,40312
place_ABB,,Abbé Cestac,Anglet - Abbé Cestac,43.50200050,-1.52387500,,,1,,0,,,Anglet,,,64024
place_ACAC,,Acacias,Anglet - Acacias,43.49788500,-1.50805450,,,1,,0,,,Anglet,,,64024
place_AGUE,,Aguerria,Mouguerre - Aguerria,43.46947600,-1.42576900,,,1,,0,,,Mouguerre,,,64407
place_AGUI,,Aguilera,Biarritz - Aguilera,43.48100800,-1.53559500,,,1,,0,,,Biarritz,,,64122
place_AILL,,Aillet,Biarritz - Aillet,43.48348000,-1.54657900,,,1,,0,,,Biarritz,,,64122
place_AJON,,Ajoncs,Anglet - Ajoncs,43.51106850,-1.51852200,,,1,,0,,,Anglet,,,64024
place_ALSC,,Alsace,Biarritz - Alsace,43.48855400,-1.55101200,,,1,,0,,,Biarritz,,,64122
place_ALSA,,Alsace Lorraine,Bayonne - Alsace Lorraine,43.49504400,-1.46931650,,,1,,0,,,Bayonne,,,64102
place_AMA-AMAD,,Amade,Bayonne - Amade,43.50593350,-1.47564750,,,1,,0,,,Bayonne,,,64102
place_AMLU,,Ametz Lura,Saint-Pierre-d'Irube - Ametz Lura,43.46161100,-1.43303700,,,1,,0,,,Saint-Pierre-d'Irube,,,64496
place_ADUF,,Amédée Dufourg,Anglet - Amédée Dufourg,43.48215500,-1.51496400,,,1,,0,,,Anglet,,,64024
place_ABBA,,Antoine d'Abbadie,Bidart - Antoine d'Abbadie,43.44769650,-1.55659350,,,1,,0,,,Bidart,,,64125
place_ARAG,,Aragon,Boucau - Aragon,43.53357000,-1.47760500,,,1,,0,,,Boucau,,,64140
place_ABOU,,Arcangues Bourg,Arcangues - Arcangues Bourg,43.43534250,-1.51913750,,,1,,0,,,Arcangues,,,64038
place_ARG,,Argote,Bayonne - Argote,43.49519800,-1.46420100,,,1,,0,,,Bayonne,,,64102
place_ARKI,,Arguizabal,Villefranque - Arguizabal,43.44237550,-1.45850600,,,1,,0,,,Villefranque,,,64558
place_ARIT,,Aritxague,Anglet - Aritxague,43.47385300,-1.49578850,,,1,,0,,,Anglet,,,64024
place_ARTO,,Armand Toulet,Anglet - Armand Toulet,43.48705150,-1.50092500,,,1,,0,,,Anglet,,,64024
place_AROT,,Arotzaenea,Saint-Pierre-d'Irube - Arotzaenea,43.46632550,-1.44433050,,,1,,0,,,Saint-Pierre-d'Irube,,,64496
place_ARRO,,Arrousets,Bayonne - Arrousets,43.49861600,-1.43652350,,,1,,0,,,Bayonne,,,64102
place_ARSE,,Arsenal,Bayonne - Arsenal,43.48827400,-1.47241650,,,1,,0,,,Bayonne,,,64102
place_ARTG,,Artigasses,Tarnos - Artigasses,43.54600900,-1.46739050,,,1,,0,,,Tarnos,,,40312
place_ARTE,,Artémis,Anglet - Artémis,43.47400350,-1.50015450,,,1,,0,,,Anglet,,,64024
place_AREN,,Arènes,Bayonne - Arènes,43.49348250,-1.48843550,,,1,,0,,,Bayonne,,,64102
place_ARPO,,Arènes-Los Pontòts,Bayonne - Arènes-Los Pontòts,43.49361600,-1.49249750,,,1,,0,,,Bayonne,,,64102
place_ATAB,,Atabal,Biarritz - Atabal,43.46021700,-1.53908100,,,1,,0,,,Biarritz,,,64122
place_ATHE,,Atherbea,Bidart - Atherbea,43.43752300,-1.58954800,,,1,,0,,,Bidart,,,64125
place_ATUR,,Aturri,Saint-Pierre-d'Irube - Aturri,43.47273100,-1.44248600,,,1,,0,,,Saint-Pierre-d'Irube,,,64496
place_AXRI,,Axeri-Mendi,Bassussarry - Axeri-Mendi,43.44133700,-1.50520150,,,1,,0,,,Bassussarry,,,64100
place_AYGA,,Aygas,Tarnos - Aygas,43.53987500,-1.47812250,,,1,,0,,,Tarnos,,,40312
place_AYGS,,Aygassot,Boucau - Aygassot,43.53874150,-1.48095450,,,1,,0,,,Boucau,,,64140
place_AERO,,Aéroport de Biarritz,Anglet - Aéroport de Biarritz,43.47206500,-1.53239500,,,1,,0,,,Anglet,,,64024
place_BAB1,,BAB 3000,Anglet - BAB 3000,43.49366100,-1.51842550,,,1,,0,,,Anglet,,,64024
place_BAB,,BAB2,Anglet - BAB2,43.49050400,-1.49860600,,,1,,0,,,Anglet,,,64024
place_BAGA,,Bagatelle,Saint-Martin-de-Seignanx - Bagatelle,43.52690300,-1.39352300,,,1,,0,,,Saint-Martin-de-Seignanx,,,40273
place_BAHI,,Bahinos,Anglet - Bahinos,43.49426700,-1.51864050,,,1,,0,,,Anglet,,,64024
place_BAL,,Bali,Tarnos - Bali,43.53560050,-1.45504650,,,1,,0,,,Tarnos,,,40312
place_BALI,,Balishon,Bayonne - Balishon,43.49615400,-1.48559800,,,1,,0,,,Bayonne,,,64102
place_BANI,,Banicq,Tarnos - Banicq,43.53099950,-1.44743850,,,1,,0,,,Tarnos,,,40312
place_BARJ,,Bar Jean,Boucau - Bar Jean,43.52780100,-1.49162550,,,1,,0,,,Boucau,,,64140
place_BARB,,Barbarenia,Bidart - Barbarenia,43.44969300,-1.55927500,,,1,,0,,,Bidart,,,64125
place_BARC,,Barchalot,Biarritz - Barchalot,43.46275200,-1.55958850,,,1,,0,,,Biarritz,,,64122
place_BRRT,,Barrat,Tarnos - Barrat,43.54148550,-1.47534000,,,1,,0,,,Tarnos,,,40312
place_BARS,,Barriere SNCF St-Bernard,Bayonne - Barriere SNCF St-Bernard,43.50230050,-1.47937950,,,1,,0,,,Bayonne,,,64102
place_BART,,Barthassot,Boucau - Barthassot,43.52685550,-1.49062700,,,1,,0,,,Boucau,,,64140
place_BRTE,,Barthes,Bassussarry - Barthes,43.44289350,-1.49969150,,,1,,0,,,Bassussarry,,,64100
place_BBOU,,Bassussarry Bourg,Bassussarry - Bassussarry Bourg,43.44599250,-1.50952500,,,1,,0,,,Bassussarry,,,64100
place_BAST,,Bastié,Anglet - Bastié,43.46362900,-1.50525000,,,1,,0,,,Anglet,,,64024
place_BAYA,,Bayonne Adour,Bayonne - Bayonne Adour,43.49613350,-1.43645000,,,1,,0,,,Bayonne,,,64102
place_RIVA,,Beaurivage,Biarritz - Beaurivage,43.47146000,-1.56743450,,,1,,0,,,Biarritz,,,64122
place_BELA,,Bel Air,Saint-Pierre-d'Irube - Bel Air,43.46378750,-1.44590900,,,1,,0,,,Saint-Pierre-d'Irube,,,64496
place_CGPM,,Bela Basque,Anglet - Bela Basque,43.46447200,-1.53211650,,,1,,0,,,Anglet,,,64024
place_BELY,,Belay,Biarritz - Belay,43.47495300,-1.55361400,,,1,,0,,,Biarritz,,,64122
place_BELH,,Belharra,Bayonne - Belharra,43.47916500,-1.45581150,,,1,,0,,,Bayonne,,,64102
place_BELM,,Belle Marion,Anglet - Belle Marion,43.49597150,-1.51574250,,,1,,0,,,Anglet,,,64024
place_BELL,,Bellevue,Anglet - Bellevue,43.50330650,-1.51195300,,,1,,0,,,Anglet,,,64024
place_BEPK,,Bellevue Parking,Biarritz - Bellevue Parking,43.48230600,-1.56160900,,,1,,0,,,Biarritz,,,64122
place_BERN,,Bernain,Anglet - Bernain,43.48238500,-1.51025400,,,1,,0,,,Anglet,,,64024
place_BRNM,,Bernain-Montòri,Anglet - Bernain-Montòri,43.48154450,-1.51002150,,,1,,0,,,Anglet,,,64024
place_MAIR,,Bernède,Bayonne - Bernède,43.49329900,-1.47594200,,,1,,0,,,Bayonne,,,64102
place_BRAU,,Berraute,Anglet - Berraute,43.45557750,-1.49736750,,,1,,0,,,Anglet,,,64024
place_BERR,,Berrua,Bidart - Berrua,43.43824350,-1.58303200,,,1,,0,,,Bidart,,,64125
place_BERTR,,Bertrix,Ondres - Bertrix,43.56594550,-1.44435500,,,1,,0,,,Ondres,,,40209
place_BEYR,,Beyris,Bayonne - Beyris,43.48405500,-1.49927050,,,1,,0,,,Bayonne,,,64102
place_BTZC,,Biarritz Camping,Biarritz - Biarritz Camping,43.46208250,-1.56729550,,,1,,0,,,Biarritz,,,64122
place_BIAR-BIARR,,Biarrotte,Tarnos - Biarrotte,43.51689100,-1.42883450,,,1,,0,,,Tarnos,,,40312
place_BIBL,,Bibliothèque,Anglet - Bibliothèque,43.48510500,-1.51380900,,,1,,0,,,Anglet,,,64024
place_BIDE,,Bide Artean,Bidart - Bide Artean,43.44566050,-1.58320250,,,1,,0,,,Bidart,,,64125
place_BIGO,,Bigorre,Tarnos - Bigorre,43.53371150,-1.48824100,,,1,,0,,,Tarnos,,,40312
place_BEDE,,Bista Eder,Mouguerre - Bista Eder,43.47312250,-1.41627850,,,1,,0,,,Mouguerre,,,64407
place_BLAN,,Blancpignon,Anglet - Blancpignon,43.51205500,-1.50018850,,,1,,0,,,Anglet,,,64024
place_BOIB,,Bois Belin,Anglet - Bois Belin,43.49315900,-1.51645100,,,1,,0,,,Anglet,,,64024
place_BOIS,,Bois de Boulogne,Biarritz - Bois de Boulogne,43.46101550,-1.54897050,,,1,,0,,,Biarritz,,,64122
place_GUIL,,Bois Guilhou,Boucau - Bois Guilhou,43.51934000,-1.48494700,,,1,,0,,,Boucau,,,64140
place_BRDA,,Borda,Mouguerre - Borda,43.47644900,-1.43198450,,,1,,0,,,Mouguerre,,,64407
place_BRDE,,Bordes,Anglet - Bordes,43.45704500,-1.50272550,,,1,,0,,,Anglet,,,64024
place_BOUR,,Bourbaki,Bayonne - Bourbaki,43.49312850,-1.46608000,,,1,,0,,,Bayonne,,,64102
place_BURU,,Bourroua,Bayonne - Bourroua,43.49554150,-1.45224050,,,1,,0,,,Bayonne,,,64102
place_BRAM,,Bramarie,Boucau - Bramarie,43.51845300,-1.48655700,,,1,,0,,,Boucau,,,64140
place_BREU,,Breuer,Bayonne - Breuer,43.50336900,-1.45116900,,,1,,0,,,Bayonne,,,64102
place_BRIS,,Brise Lames,Anglet - Brise Lames,43.52596750,-1.51088150,,,1,,0,,,Anglet,,,64024
place_IKEA,,C. Cial Ametzondo,Saint-Pierre-d'Irube - C. Cial Ametzondo,43.48071500,-1.44276200,,,1,,0,,,Saint-Pierre-d'Irube,,,64496
place_OCEA,,C. Cial l'Océan,Tarnos - C. Cial l'Océan,43.52443125,-1.46388175,,,1,,0,,,Tarnos,,,40312
place_CCFR,,C. Cial St-Frédéric,Bayonne - C. Cial St-Frédéric,43.49247250,-1.45323150,,,1,,0,,,Bayonne,,,64102
place_CAMP,,Cam de Prats,Bayonne - Cam de Prats,43.48415950,-1.46630400,,,1,,0,,,Bayonne,,,64102
place_CAMA,,Camayou,Bayonne - Camayou,43.50651700,-1.46723950,,,1,,0,,,Bayonne,,,64102
place_CAMI,,Camiade,Anglet - Camiade,43.50186550,-1.50697150,,,1,,0,,,Anglet,,,64024
place_CAMN,,Camin,Anglet - Camin,43.45562400,-1.50992450,,,1,,0,,,Anglet,,,64024
place_RUIS,,Camping Ruisseau,Bidart - Camping Ruisseau,43.43671300,-1.56726700,,,1,,0,,,Bidart,,,64125
place_CAM,,Camus,Bayonne - Camus,43.49935200,-1.45442650,,,1,,0,,,Bayonne,,,64102
place_CANA,,Canal,Anglet - Canal,43.49766950,-1.49569350,,,1,,0,,,Anglet,,,64024
place_CAND,,Canditte,Boucau - Canditte,43.53480150,-1.47816800,,,1,,0,,,Boucau,,,64140
place_CNTA,,Cantau,Anglet - Cantau,43.47583000,-1.51103400,,,1,,0,,,Anglet,,,64024
place_CANT,,Cantecigales,Tarnos - Cantecigales,43.53784750,-1.45362050,,,1,,0,,,Tarnos,,,40312
place_CAPU,,Capucins,Bayonne - Capucins,43.49239600,-1.48717000,,,1,,0,,,Bayonne,,,64102
place_CARA,,Caradoc,Bayonne - Caradoc,43.49943100,-1.45891000,,,1,,0,,,Bayonne,,,64102
place_CRRI,,Carricartenea,Bidart - Carricartenea,43.43568500,-1.59342750,,,1,,0,,,Bidart,,,64125
place_CARI,,Carrière,Anglet - Carrière,43.46347800,-1.51698550,,,1,,0,,,Anglet,,,64024
place_KBAB,,Cascaïs,Biarritz - Cascaïs,43.47536000,-1.54532300,,,1,,0,,,Biarritz,,,64122
place_CASS,,Cassin,Bayonne - Cassin,43.48109400,-1.48065600,,,1,,0,,,Bayonne,,,64102
place_CASTA,,Castaings,Boucau - Castaings,43.52871000,-1.47809850,,,1,,0,,,Boucau,,,64140
place_TCAS,,Castillon,Tarnos - Castillon,43.52646000,-1.45042000,,,1,,0,,,Tarnos,,,40312
place_CSTB,,Castillon Barbier,Tarnos - Castillon Barbier,43.52502600,-1.45556950,,,1,,0,,,Tarnos,,,40312
place_STET,,Cazenave,Bayonne - Cazenave,43.51096450,-1.43474550,,,1,,0,,,Bayonne,,,64102
place_CCI,,CCI,Bayonne - CCI,43.49737550,-1.48933250,,,1,,0,,,Bayonne,,,64102
place_HDVB,,Centre,Biarritz - Centre,43.48195600,-1.55953000,,,1,,0,,,Biarritz,,,64122
place_CHAI,,Chaillas,Bidart - Chaillas,43.44658500,-1.58029350,,,1,,0,,,Bidart,,,64125
place_CHLE,,Chalets,Biarritz - Chalets,43.47481500,-1.56257800,,,1,,0,,,Biarritz,,,64122
place_CHAL,,Chalibardon,Bayonne - Chalibardon,43.48865250,-1.45093900,,,1,,0,,,Bayonne,,,64102
place_PLAG,,Chambre d'Amour,Anglet - Chambre d'Amour,43.50101250,-1.53832350,,,1,,0,,,Anglet,,,64024
place_CHFO,,Champ de Foire,Bayonne - Champ de Foire,43.49004600,-1.48161750,,,1,,0,,,Bayonne,,,64102
place_CHANT,,Chantecoeur,Tarnos - Chantecoeur,43.54552000,-1.45482100,,,1,,0,,,Tarnos,,,40312
place_CHAP,,Chapelle,Anglet - Chapelle,43.49778450,-1.53859250,,,1,,0,,,Anglet,,,64024
place_CHPB,,Chapelle St-Bernard,Bayonne - Chapelle St-Bernard,43.50730250,-1.48603600,,,1,,0,,,Bayonne,,,64102
place_CHAU,,Chasseriau,Biarritz - Chasseriau,43.46218500,-1.55616700,,,1,,0,,,Biarritz,,,64122
place_CHSN,,Chassin,Anglet - Chassin,43.48075150,-1.53067700,,,1,,0,,,Anglet,,,64024
place_SIMM,,Chevigné,Biarritz - Chevigné,43.46885200,-1.55705600,,,1,,0,,,Biarritz,,,64122
place_CHIB,,Chiberta,Anglet - Chiberta,43.52542350,-1.51741100,,,1,,0,,,Anglet,,,64024
place_CHIC,,Chic à Chic,Boucau - Chic à Chic,43.53719650,-1.47734650,,,1,,0,,,Boucau,,,64140
place_CHIR,,Chiripa,Bidart - Chiripa,43.43540650,-1.59120150,,,1,,0,,,Bidart,,,64125
place_CHOI,,Choisy,Anglet - Choisy,43.48780900,-1.51312500,,,1,,0,,,Anglet,,,64024
place_CHEA,,Château d'Eau,Bayonne - Château d'Eau,43.48108300,-1.46013600,,,1,,0,,,Bayonne,,,64102
place_CVIE,,Château Vieux,Bayonne - Château Vieux,43.49215700,-1.47698700,,,1,,0,,,Bayonne,,,64102
place_CHEL,,Chélitz,Biarritz - Chélitz,43.47723800,-1.55185250,,,1,,0,,,Biarritz,,,64122
place_CIGA1,,Cigaro,Mouguerre - Cigaro,43.47807000,-1.41883000,,,1,,0,,,Mouguerre,,,64407
place_PARM1,,Cimetière Ranquine,Biarritz - Cimetière Ranquine,43.47158950,-1.53733900,,,1,,0,,,Biarritz,,,64122
place_CINQ,,Cinq Cantons,Anglet - Cinq Cantons,43.49476300,-1.52840800,,,1,,0,,,Anglet,,,64024
place_CITA,,Citadelle,Bayonne - Citadelle,43.50166200,-1.46734150,,,1,,0,,,Bayonne,,,64102
place_BOUL1,,Cité de l'Océan,Biarritz - Cité de l'Océan,43.46320450,-1.57066200,,,1,,0,,,Biarritz,,,64122
place_CITE,,Cité des Arts,Bayonne - Cité des Arts,43.48019750,-1.48916300,,,1,,0,,,Bayonne,,,64102
place_CITS,,Cité Scolaire,Biarritz - Cité Scolaire,43.48545000,-1.54593050,,,1,,0,,,Biarritz,,,64122
place_CLAI,,Clair de Lune,Tarnos - Clair de Lune,43.53737400,-1.46093150,,,1,,0,,,Tarnos,,,40312
place_CLAG,,Clinique Aguilera,Biarritz - Clinique Aguilera,43.48562600,-1.53981700,,,1,,0,,,Biarritz,,,64122
place_CLMA,,Clos St-Martin,Biarritz - Clos St-Martin,43.47606800,-1.55243900,,,1,,0,,,Biarritz,,,64122
place_MICH,,Clos St-Michel,Biarritz - Clos St-Michel,43.47130750,-1.55539750,,,1,,0,,,Biarritz,,,64122
place_OSTE1,,Codry,Bayonne - Codry,43.50879900,-1.46454500,,,1,,0,,,Bayonne,,,64102
place_CDSU,,Coeur de Sutar,Anglet - Coeur de Sutar,43.45811000,-1.50273000,,,1,,0,,,Anglet,,,64024
place_COLI,,Colisée,Biarritz - Colisée,43.48609100,-1.55160000,,,1,,0,,,Biarritz,,,64122
place_WALO,,Collège L. Wallon,Tarnos - Collège L. Wallon,43.54531700,-1.48383500,,,1,,0,,,Tarnos,,,40312
place_CMPT,,Compagnet,Bayonne - Compagnet,43.46029500,-1.49537600,,,1,,0,,,Bayonne,,,64102
place_COMP,,Compagnons,Anglet - Compagnons,43.50281300,-1.51416100,,,1,,0,,,Anglet,,,64024
place_COSE,,Conseillé,Tarnos - Conseillé,43.55031350,-1.47404850,,,1,,0,,,Tarnos,,,40312
place_CONS,,Conservatoire,Bayonne - Conservatoire,43.48183000,-1.48705850,,,1,,0,,,Bayonne,,,64102
place_CONT,,Continental,Biarritz - Continental,43.48432500,-1.55525200,,,1,,0,,,Biarritz,,,64122
place_COPE,,Copernic,Biarritz - Copernic,43.49212950,-1.54672350,,,1,,0,,,Biarritz,,,64122
place_CORD,,Corderie,Anglet - Corderie,43.50753500,-1.49758150,,,1,,0,,,Anglet,,,64024
place_COTO,,Cotonnière,Anglet - Cotonnière,43.47963150,-1.51845950,,,1,,0,,,Anglet,,,64024
place_COUR,,Courbois,Anglet - Courbois,43.49346450,-1.51003800,,,1,,0,,,Anglet,,,64024
place_CHAM-CRXB,,Croix des Champs,Biarritz - Croix des Champs,43.47868300,-1.56210950,,,1,,0,,,Biarritz,,,64122
place_CUZA,,Cuzacq,Anglet - Cuzacq,43.47605100,-1.49315150,,,1,,0,,,Anglet,,,64024
place_COTE,,Côte du Moulin,Bayonne - Côte du Moulin,43.50963200,-1.46804900,,,1,,0,,,Bayonne,,,64102
place_DASSA,,Dassault,Anglet - Dassault,43.50033700,-1.49798000,,,1,,0,,,Anglet,,,64024
place_DAUP,,Dauphin,Tarnos - Dauphin,43.54073750,-1.47014550,,,1,,0,,,Tarnos,,,40312
place_DELV,,Delvaille,Bayonne - Delvaille,43.50835400,-1.48595650,,,1,,0,,,Bayonne,,,64102
place_DEYR,,Deyris,Bayonne - Deyris,43.51231100,-1.43896800,,,1,,0,,,Bayonne,,,64102
place_HRR-HRRI,,Distitsar,Bassussarry - Distitsar,43.44387350,-1.50148150,,,1,,0,,,Bassussarry,,,64100
place_DOCK,,Docks,Biarritz - Docks,43.45945500,-1.54202550,,,1,,0,,,Biarritz,,,64122
place_JBAS,,Domaine  Bassilour,Bidart - Domaine  Bassilour,43.43550300,-1.56354300,,,1,,0,,,Bidart,,,64125
place_DBAR,,Domaine Baroja,Anglet - Domaine Baroja,43.48472350,-1.51825750,,,1,,0,,,Anglet,,,64024
place_JBAS1,,Domaine Bassilour,Bidart - Domaine Bassilour,43.43554200,-1.56361500,,,1,,0,,,Bidart,,,64125
place_DONR,,Domremy,Biarritz - Domremy,43.48314100,-1.54385750,,,1,,0,,,Biarritz,,,64122
place_DOUA,,Douanes,Anglet - Douanes,43.50145833,-1.52711067,,,1,,0,,,Anglet,,,64024
place_DSBS,,Dous Bos,Anglet - Dous Bos,43.48943900,-1.50125250,,,1,,0,,,Anglet,,,64024
place_DSMA,,Dous Maynadyes,Ondres - Dous Maynadyes,43.57173550,-1.47093500,,,1,,0,,,Ondres,,,40209
place_DUMO,,Du Moulin,Ondres - Du Moulin,43.56771750,-1.44838500,,,1,,0,,,Ondres,,,40209
place_DUBQ,,Dubrocq,Bayonne - Dubrocq,43.49448300,-1.48520100,,,1,,0,,,Bayonne,,,64102
place_DUPR,,Duprat,Boucau - Duprat,43.51496200,-1.48680000,,,1,,0,,,Boucau,,,64140
place_DURR,,Durroty,Tarnos - Durroty,43.54188100,-1.45841550,,,1,,0,,,Tarnos,,,40312
place_EDF,,E.D.F.,Bayonne - E.D.F.,43.47040000,-1.48822850,,,1,,0,,,Bayonne,,,64102
place_ECHM,,Echauguette-Museoak,Bayonne - Echauguette-Museoak,43.49295200,-1.47331650,,,1,,0,,,Bayonne,,,64102
place_ECLL,,Eco-lieu Lacoste,Boucau - Eco-lieu Lacoste,43.53243100,-1.46096500,,,1,,0,,,Boucau,,,64140
place_ECOL,,Ecole,Bidart - Ecole,43.43603000,-1.59020500,,,1,,0,,,Bidart,,,64125
place_MBOU,,Ecole Bourg,Mouguerre - Ecole Bourg,43.46784150,-1.42008600,,,1,,0,,,Mouguerre,,,64407
place_MPOR,,Ecole Port,Mouguerre - Ecole Port,43.48222000,-1.44124900,,,1,,0,,,Mouguerre,,,64407
place_BIMA,,Eglise,Bidart - Eglise,43.43840500,-1.58887700,,,1,,0,,,Bidart,,,64125
place_EGST,,Eglise Saint-André,Bayonne - Eglise Saint-André,43.49068200,-1.47159850,,,1,,0,,,Bayonne,,,64102
place_EHPA,,Ehpad,Bayonne - Ehpad,43.50746900,-1.43441100,,,1,,0,,,Bayonne,,,64102
place_ELHO,,El Hogar,Anglet - El Hogar,43.48997900,-1.51200300,,,1,,0,,,Anglet,,,64024
place_EMBR,,Embruns,Bidart - Embruns,43.43331500,-1.59700200,,,1,,0,,,Bidart,,,64125
place_EMM,,Emmaüs,Tarnos - Emmaüs,43.51900600,-1.42283600,,,1,,0,,,Tarnos,,,40312
place_ERAB,,Erables,Tarnos - Erables,43.54726100,-1.48923850,,,1,,0,,,Tarnos,,,40312
place_DASB,,Eraiki,Saint-Pierre-d'Irube - Eraiki,43.47058350,-1.44663450,,,1,,0,,,Saint-Pierre-d'Irube,,,64496
place_ERMI,,Ermite,Anglet - Ermite,43.47530350,-1.51601800,,,1,,0,,,Anglet,,,64024
place_ERKT,,Errecartia,Bassussarry - Errecartia,43.44577850,-1.49987600,,,1,,0,,,Bassussarry,,,64100
place_ERRE,,Erretegia,Bidart - Erretegia,43.44306067,-1.58533500,,,1,,0,,,Bidart,,,64125
place_ESBO,,Esboucq,Boucau - Esboucq,43.51526000,-1.48177100,,,1,,0,,,Boucau,,,64140
place_ESCT,,Escoutepluye,Mouguerre - Escoutepluye,43.47090050,-1.43215200,,,1,,0,,,Mouguerre,,,64407
place_ESTA,,Estagnas,Biarritz - Estagnas,43.48708450,-1.53860600,,,1,,0,,,Biarritz,,,64122
place_ETAP,,Etape,Bidart - Etape,43.44948050,-1.57622450,,,1,,0,,,Bidart,,,64125
place_ETCP,,Etchecopar,Anglet - Etchecopar,43.46414250,-1.52573750,,,1,,0,,,Anglet,,,64024
place_ETXE,,Etchessahar,Bassussarry - Etchessahar,43.45170400,-1.51845600,,,1,,0,,,Bassussarry,,,64100
place_ETDO,,Etienne-Douts,Biarritz - Etienne-Douts,43.48761050,-1.54565200,,,1,,0,,,Biarritz,,,64122
place_CAST,,Etxerruti,Saint-Pierre-d'Irube - Etxerruti,43.46389600,-1.43838850,,,1,,0,,,Saint-Pierre-d'Irube,,,64496
place_EBAB,,Europe,Biarritz - Europe,43.48088000,-1.54097500,,,1,,0,,,Biarritz,,,64122
place_EURM,,Europe-Marne,Biarritz - Europe-Marne,43.48158950,-1.54241500,,,1,,0,,,Biarritz,,,64122
place_FAIS,,Faisans,Anglet - Faisans,43.51703000,-1.50359500,,,1,,0,,,Anglet,,,64024
place_FAL,,Fal,Biarritz - Fal,43.46223450,-1.55298300,,,1,,0,,,Biarritz,,,64122
place_FALA,,Falaises,Anglet - Falaises,43.49611100,-1.53964100,,,1,,0,,,Anglet,,,64024
place_FEMM,,Femmes d'un Siècle,Tarnos - Femmes d'un Siècle,43.54457250,-1.46092100,,,1,,0,,,Tarnos,,,40312
place_FERD,,Ferdinand H.,Biarritz - Ferdinand H.,43.48727400,-1.54944700,,,1,,0,,,Biarritz,,,64122
place_FINE,,Fine,Anglet - Fine,43.50384450,-1.50210150,,,1,,0,,,Anglet,,,64024
place_FLOQ,,Floquet,Biarritz - Floquet,43.47812050,-1.55471400,,,1,,0,,,Biarritz,,,64122
place_FLOR,,Floride,Bayonne - Floride,43.47900000,-1.47366800,,,1,,0,,,Bayonne,,,64102
place_FCH,,Foch,Bayonne - Foch,43.49386200,-1.48202650,,,1,,0,,,Bayonne,,,64102
place_FOCH,,Foch,Biarritz - Foch,43.48123000,-1.55915300,,,1,,0,,,Biarritz,,,64122
place_FOLL,,Follereau,Bayonne - Follereau,43.48160300,-1.47693250,,,1,,0,,,Bayonne,,,64102
place_FONL,,Fontaine Laborde,Anglet - Fontaine Laborde,43.50227600,-1.53329750,,,1,,0,,,Anglet,,,64024
place_FRGE,,Forgeot,Anglet - Forgeot,43.47828350,-1.51020500,,,1,,0,,,Anglet,,,64024
place_FORG,,Forges,Tarnos - Forges,43.53252000,-1.49292500,,,1,,0,,,Tarnos,,,40312
place_FORT,,Fortune,Bayonne - Fortune,43.49383100,-1.44607750,,,1,,0,,,Bayonne,,,64102
place_FORU,,Forum,Bayonne - Forum,43.49348300,-1.49492300,,,1,,0,,,Bayonne,,,64102
place_FOUR,,Fourquet,Biarritz - Fourquet,43.48127050,-1.54667800,,,1,,0,,,Biarritz,,,64122
place_FJAM,,Francis Jammes,Biarritz - Francis Jammes,43.46357850,-1.55193100,,,1,,0,,,Biarritz,,,64122
place_FRIA,,Frias-Médiathèque,Biarritz - Frias-Médiathèque,43.48182450,-1.55450400,,,1,,0,,,Biarritz,,,64122
place_PETI,,G. Petit,Biarritz - G. Petit,43.47841400,-1.55575050,,,1,,0,,,Biarritz,,,64122
place_GALO,,Galois-Montaury,Anglet - Galois-Montaury,43.47979500,-1.50690500,,,1,,0,,,Anglet,,,64024
place_GBTZ,,Gambetta,Biarritz - Gambetta,43.48113800,-1.56308700,,,1,,0,,,Biarritz,,,64122
place_GARD,,Gardague,Biarritz - Gardague,43.48178800,-1.55637700,,,1,,0,,,Biarritz,,,64122
place_GRBY1,,Gare de Bayonne,Bayonne - Gare de Bayonne,43.49612550,-1.46982200,,,1,,0,,,Bayonne,,,64102
place_GRBY,,Gare de Bayonne Parvis,Bayonne - Gare de Bayonne Parvis,43.49676000,-1.46992800,,,1,,0,,,Bayonne,,,64102
place_NEGR,,Gare de Biarritz,Biarritz - Gare de Biarritz,43.45970500,-1.54567750,,,1,,0,,,Biarritz,,,64122
place_BOUG,,Gare de Boucau,Boucau - Gare de Boucau,43.52380850,-1.49046650,,,1,,0,,,Boucau,,,64140
place_GRON,,Gare de Ondres,Ondres - Gare de Ondres,43.56886800,-1.45740550,,,1,,0,,,Ondres,,,40209
