,global_efficiency,local_efficiency,average_reachability,giant_component_ratio
2353,0.1379622434382158,0.4812058770672899,1.0,1.0
2154,0.13789401856724054,0.481365155468244,0.9992644355537104,0.9996320824135394
1656,0.1379983936436171,0.48077892207864087,1.0,1.0
36,0.13799857419451206,0.48135737028402065,1.0,1.0
2034,0.13798851148086036,0.481428008055931,1.0,1.0
2035,0.13799161940854485,0.4809946828985441,1.0,1.0
1300,0.13773508856204808,0.4804429346258559,1.0,1.0
1243,0.13797686184505495,0.4813096794105983,1.0,1.0
2459,0.1379802010829044,0.4812899308930898,1.0,1.0
431,0.1356272529534933,0.48083710619982806,0.9904798955644161,0.9952170713760118
589,0.1379816186706457,0.4817937614212947,1.0,1.0
985,0.13794164581771887,0.4812929847063901,1.0,1.0
757,0.13799718599578364,0.48046517013685364,1.0,1.0
1104,0.13766189282093072,0.48151227526784396,1.0,1.0
1937,0.13787943987183388,0.4809061276749415,1.0,1.0
2033,0.13738323921383863,0.4805913537398584,1.0,1.0
866,0.13799320602987233,0.4807662201619655,1.0,1.0
208,0.1379825880604488,0.481100849966794,1.0,1.0
1092,0.1379894017035034,0.481530087150998,1.0,1.0
933,0.1378694421357771,0.4816527263464849,1.0,1.0
734,0.13797969148413364,0.4816820635657974,1.0,1.0
2374,0.1379478599240954,0.48111914102031056,1.0,1.0
671,0.1379415162437755,0.4812807364320683,1.0,1.0
1676,0.1379628685311421,0.4811787094533661,1.0,1.0
2207,0.13796611629714867,0.4808653739310972,1.0,1.0
1694,0.13797200619013894,0.4807190917391933,1.0,1.0
1201,0.13798400544179432,0.48092419112567597,1.0,1.0
1649,0.137974253645205,0.48032995562525943,1.0,1.0
1757,0.13797486300447623,0.48140466784787456,1.0,1.0
658,0.1375967709943787,0.4806609483507028,0.9985294125609082,0.9992641648270787
2359,0.13795745275797558,0.48105062746682126,1.0,1.0
1456,0.1376094257707547,0.4794452699860816,1.0,1.0
1082,0.13792743546813907,0.4813011596351185,1.0,1.0
856,0.13792761245392832,0.4812134778182993,1.0,1.0
222,0.13795784181781004,0.4813635945145387,1.0,1.0
1358,0.1379578423320208,0.4809430243288759,1.0,1.0
865,0.13798287287109454,0.4808234827560199,1.0,1.0
1536,0.1378995794679189,0.4807051723966885,1.0,1.0
1661,0.13593882073870472,0.4792434627756958,1.0,1.0
1954,0.1378488808389229,0.48131837903514557,0.9992644355537104,0.9996320824135394
1671,0.13798029310550913,0.4809073413437795,1.0,1.0
473,0.13795876311462407,0.4809736063082663,1.0,1.0
2301,0.13792797383829616,0.48096429579977773,1.0,1.0
2129,0.1379528205954171,0.48046574087664823,1.0,1.0
1529,0.13797004136991023,0.4812410527589792,1.0,1.0
297,0.13791604763221313,0.48057321229148575,1.0,1.0
1959,0.13796515437735726,0.48045816178632306,1.0,1.0
477,0.13789856332399528,0.48034939420538847,1.0,1.0
1501,0.13797202953935592,0.48100441390169496,1.0,1.0
1429,0.13796917992087865,0.48093914894876477,1.0,1.0
822,0.1378627262630637,0.4803766616643832,1.0,1.0
846,0.13799645044091524,0.4813165107674437,1.0,1.0
191,0.1379960893391247,0.48132551778528077,1.0,1.0
1091,0.13799485504709025,0.48131011335486534,1.0,1.0
584,0.13799508073570915,0.48129463745638723,1.0,1.0
304,0.13799580293929012,0.48133229418278567,1.0,1.0
2076,0.1353557034295866,0.4810401813084512,1.0,1.0
1917,0.13799550954408532,0.4812907242736661,1.0,1.0
244,0.13799521614888052,0.481276075703094,1.0,1.0
2423,0.13800738035526877,0.4812738101655084,1.0,1.0
174,0.13799508073570915,0.4811156227556654,1.0,1.0
727,0.13800357432274832,0.48188428082748747,1.0,1.0
545,0.13801641721337796,0.4809652655228946,1.0,1.0
556,0.13800684030686483,0.48109165202713255,1.0,1.0
1864,0.13799905450162883,0.4808841873881005,1.0,1.0
2132,0.13800684030686483,0.48133216111605953,1.0,1.0
643,0.13625459610464313,0.48131177910524336,1.0,1.0
1226,0.138006434299954,0.481200966376697,1.0,1.0
163,0.1380070659954835,0.48096444792825804,1.0,1.0
375,0.13595208731798056,0.4816157496557187,0.979608864891708,0.9896983075791023
1280,0.13799335892482054,0.48133274024559375,1.0,1.0
280,0.13799535156205198,0.48132769858216357,1.0,1.0
1631,0.13798382791534922,0.4810561937264056,1.0,1.0
1085,0.13786538629854939,0.4812230268319804,1.0,1.0
1004,0.13798380002555696,0.4813828957832401,1.0,1.0
69,0.13792618271332938,0.48121657854094785,1.0,1.0
937,0.1378758019518325,0.48143674509665524,1.0,1.0
1251,0.13800323034866854,0.48176310162242303,1.0,1.0
23,0.13775548123371675,0.4811989613231835,1.0,1.0
353,0.1379697164848808,0.48083805169075067,1.0,1.0
498,0.1379268541158532,0.4807352683650092,1.0,1.0
303,0.13800294923989764,0.4809641948632515,1.0,1.0
400,0.13798951027498593,0.4808913218746316,1.0,1.0
1227,0.13788345342352482,0.48039200515014935,1.0,1.0
296,0.13798137843725083,0.48128777497389924,1.0,1.0
352,0.13798135369368628,0.48093565448380965,1.0,1.0
1144,0.13792658128294272,0.4810280285871874,1.0,1.0
838,0.13797528259853023,0.4814994273521263,1.0,1.0
1084,0.13799011712239476,0.48129128138423055,1.0,1.0
575,0.13796883691544554,0.4812205507151539,1.0,1.0
896,0.13796883691544554,0.4812205507151539,1.0,1.0
1519,0.1379667995920418,0.48149295838270506,1.0,1.0
1972,0.1379868857781977,0.48131586496841683,1.0,1.0
264,0.13798081420233088,0.4809725371600412,1.0,1.0
2465,0.1379820778064533,0.4812371776785448,1.0,1.0
2242,0.13799344922470475,0.48129288250706054,1.0,1.0
1073,0.13789640403064807,0.48014979484489423,1.0,1.0
455,0.13662311525041793,0.48043121566029434,0.9970609909355348,0.9985283296541575
155,0.13800640156224525,0.48126892140969985,1.0,1.0
286,0.13800606002013563,0.4813189061727089,1.0,1.0
1655,0.13781555503812612,0.4814987769927563,1.0,1.0
673,0.13801592108736846,0.4812570600935707,1.0,1.0
1074,0.1380157856741972,0.48093547286984956,1.0,1.0
1534,0.13739237652134806,0.4803401153208495,0.9941306451254965,0.9970566593083149
544,0.13801622904486235,0.4813401822149562,1.0,1.0
1763,0.13785116208710743,0.4813329651582936,1.0,1.0
938,0.13798057315852766,0.48128214551820664,1.0,1.0
1136,0.13797367863097407,0.4816523355843424,1.0,1.0
1659,0.13799044099208949,0.4818244212201665,1.0,1.0
2067,0.13796874359985337,0.48148940038293825,1.0,1.0
549,0.137936733727782,0.4814239189237378,1.0,1.0
1200,0.13799565606220746,0.4809646715071835,1.0,1.0
911,0.13799511440952159,0.48091967460236323,1.0,1.0
2367,0.13792897356803313,0.48016984828200876,1.0,1.0
814,0.13770453393348212,0.480930332959896,1.0,1.0
337,0.13797054108969292,0.48100020796033893,1.0,1.0
2427,0.1379595279652743,0.48045477987168045,1.0,1.0
1055,0.13794575915198987,0.4808537077958904,1.0,1.0
258,0.13798371554107577,0.4811686025069527,1.0,1.0
485,0.13800642926251036,0.4818857408179099,1.0,1.0
284,0.1380072030436662,0.4816404624269362,1.0,1.0
283,0.1379862688228176,0.48165360234073834,1.0,1.0
2111,0.13799714571456376,0.4808558635739047,1.0,1.0
393,0.13690339078944191,0.48171196865960964,0.9912089625698846,0.9955849889624724
2148,0.13799678461277326,0.4807209604588691,1.0,1.0
1524,0.13799562908704358,0.48098463472916597,1.0,1.0
1231,0.13528755124688557,0.48042448264268833,0.9926630356801142,0.9963208241353937
1888,0.1379690294644743,0.48067639489157016,1.0,1.0
2153,0.13798186435597462,0.4811433135975761,1.0,1.0
354,0.13725449516683771,0.4806267885847734,0.996327592302852,0.9981604120676968
5,0.13799861149276504,0.48127941802615676,1.0,1.0
1438,0.13799861149276504,0.48127941802615676,1.0,1.0
215,0.13799825039097469,0.48070002644235016,1.0,1.0
137,0.1379986114927651,0.4808934190198487,1.0,1.0
1984,0.1379979795646317,0.48134824721566294,1.0,1.0
1277,0.137998385804146,0.48161585597296985,1.0,1.0
446,0.13798209004459341,0.48095747993881677,1.0,1.0
581,0.1379814994386083,0.48100254138362813,1.0,1.0
1011,0.13799818388221136,0.48130729261253025,1.0,1.0
103,0.13799776410137993,0.481335616426726,1.0,1.0
1077,0.1380094125689385,0.48127020885579963,1.0,1.0
1525,0.1380094125689385,0.48127020885579963,1.0,1.0
605,0.13798027104842067,0.4814085745496409,1.0,1.0
1238,0.13800968339528122,0.48136656822368223,1.0,1.0
1164,0.13799728133602468,0.4809075472348599,1.0,1.0
1990,0.13799728133602468,0.4809075472348599,1.0,1.0
130,0.13774946836184568,0.48039894851066145,0.9985294125609082,0.9992641648270787
2097,0.13799719106057706,0.48129853266999545,1.0,1.0
945,0.1379804677274548,0.4803555646740473,1.0,1.0
1491,0.13799788295740054,0.481363502243795,1.0,1.0
1211,0.13798191148979108,0.48090026055538776,1.0,1.0
89,0.13786169659207365,0.4809728750811649,0.9992644355537104,0.9996320824135394
2251,0.13794700852016442,0.4809728750811649,1.0,1.0
176,0.1379402329418651,0.4810734181406051,1.0,1.0
507,0.13694131183569994,0.4803780583944727,1.0,1.0
1444,0.13800966728183894,0.4816404624269362,1.0,1.0
623,0.1380274627321609,0.4816404624269362,1.0,1.0
678,0.13803529961293812,0.4816404624269362,1.0,1.0
976,0.13803587908742057,0.4816404624269362,1.0,1.0
1188,0.13802570647902573,0.4816404624269362,1.0,1.0
2431,0.1380066835160196,0.4816404624269362,1.0,1.0
1112,0.1379773435903026,0.4816404624269362,1.0,1.0
2380,0.13793614487027994,0.4816404624269362,1.0,1.0
77,0.1378804518129813,0.4816404624269362,1.0,1.0
745,0.13769789000782473,0.48164691552689637,1.0,1.0
346,0.13795226387478288,0.4807696338273189,1.0,1.0
2079,0.1379923344224151,0.481404965971793,1.0,1.0
1258,0.1379185239714817,0.48105885793000874,1.0,1.0
1500,0.13797768239996094,0.4813287435165246,1.0,1.0
2151,0.1379460750764622,0.4812337189696838,1.0,1.0
1147,0.1379606434714713,0.48150181574884504,1.0,1.0
1806,0.13798332141537561,0.48171160418934833,1.0,1.0
1024,0.13791124542117592,0.4809734112955173,1.0,1.0
1049,0.13770767885921814,0.4814378290289386,0.9985294125609082,0.9992641648270787
465,0.1378888732549531,0.48034136294902885,1.0,1.0
689,0.13798157073188733,0.48117284076726163,1.0,1.0
749,0.1376738658122245,0.48139737402159616,0.9963275923028522,0.9981604120676968
1219,0.1379967674597707,0.48149329539235197,1.0,1.0
877,0.1379997952166276,0.48118669740363484,1.0,1.0
1051,0.1379216883746531,0.4810752072259195,1.0,1.0
2112,0.1380146757365629,0.48137065619686514,1.0,1.0
1653,0.13795005658570464,0.4813890145044728,1.0,1.0
1180,0.137965973605103,0.4814233931619876,1.0,1.0
557,0.1379298264949525,0.48110538806177855,1.0,1.0
1699,0.13798103232102413,0.4806489473729675,1.0,1.0
1086,0.1379705785088235,0.4813123083081865,1.0,1.0
611,0.13795846573000556,0.48127942177650257,1.0,1.0
2382,0.13797069529325284,0.4812679497127249,1.0,1.0
