,global_efficiency,local_efficiency,average_reachability,giant_component_ratio
396,0.13793804572975918,0.48130734327932123,1.0,1.0
1552,0.1379319748568831,0.4809704074716625,1.0,1.0
1544,0.13793547274388265,0.4816163306895883,1.0,1.0
1556,0.1379573827640954,0.4812717586673721,1.0,1.0
1416,0.13768802441973735,0.4814076659356415,1.0,1.0
1224,0.1379545265513129,0.48103757622802357,1.0,1.0
1916,0.13799510148152788,0.481726309863777,1.0,1.0
1926,0.13794249681660395,0.48024506184700505,1.0,1.0
1076,0.13801550684128217,0.4805443901020191,1.0,1.0
1601,0.13801586794307225,0.48096408868212986,1.0,1.0
889,0.13801573252990096,0.4810179136623713,1.0,1.0
635,0.13795567713188417,0.48128125290386453,1.0,1.0
767,0.13794450596500393,0.48077545365640867,1.0,1.0
2177,0.13797082862261728,0.4812872570516558,1.0,1.0
642,0.13800726911524025,0.48127016018945223,1.0,1.0
1137,0.13800724494209762,0.48132695381688606,1.0,1.0
1186,0.13800720140865466,0.4813630253135904,1.0,1.0
2075,0.1380154739357688,0.4807744545079482,1.0,1.0
374,0.13801615100162518,0.4808988456919421,1.0,1.0
1261,0.13801637669024394,0.4816594423024282,1.0,1.0
1915,0.13802437416367253,0.4816404624269362,1.0,1.0
842,0.13796515901975073,0.48190472069340196,1.0,1.0
489,0.13802430645708688,0.4818857408179099,1.0,1.0
640,0.1380305215001447,0.48127254484047566,1.0,1.0
377,0.1380188301954157,0.48127254484047566,1.0,1.0
702,0.13802990633745227,0.4821310192088837,1.0,1.0
1128,0.13803001928923253,0.48127254484047566,1.0,1.0
610,0.13801753862146132,0.4813829201164138,1.0,1.0
1278,0.13779756608491628,0.4813829201164138,0.9970609909355348,0.9985283296541575
1142,0.13713794959140257,0.48138438010683626,0.9904798955644161,0.9952170713760118
620,0.1380180262065787,0.4808176118248361,1.0,1.0
1790,0.13803043229940487,0.48135430430413356,1.0,1.0
1914,0.1380299067673353,0.4804619581579242,1.0,1.0
606,0.1380302227314018,0.4813163445531495,1.0,1.0
609,0.13755956473579717,0.48017988800830436,0.9941306451254965,0.9970566593083149
1883,0.13803026786912553,0.48134496036542973,1.0,1.0
1696,0.1380299970427829,0.48095251493987173,1.0,1.0
1761,0.13776183666700392,0.4810996819744561,0.996327592302852,0.9981604120676968
2305,0.13788409025494955,0.4811499056449888,0.9977949310215334,0.9988962472406181
590,0.13794282889665485,0.4818857408179099,0.9985294125609082,0.9992641648270787
1610,0.13799705120214925,0.4816404624269362,0.9992644355537104,0.9996320824135394
1155,0.13799521614888052,0.48136198950313586,1.0,1.0
2346,0.13799645044091524,0.4813165107674437,1.0,1.0
1866,0.13798098422445623,0.48129870079010467,1.0,1.0
691,0.1373411972290035,0.4806341315986817,1.0,1.0
2120,0.1380049056181758,0.48121341522836586,1.0,1.0
2044,0.1380046806262385,0.48113764172544005,1.0,1.0
1075,0.13801600335624356,0.4812911265367615,1.0,1.0
2061,0.13800626614907405,0.48094838714876825,1.0,1.0
331,0.13800653697541646,0.48133525806544053,1.0,1.0
1068,0.13799498482757877,0.4812839695207744,1.0,1.0
904,0.13799450390564905,0.4809507598884478,1.0,1.0
2479,0.13799352179490654,0.48135803970154073,1.0,1.0
1721,0.13797995586835282,0.48147469339673404,1.0,1.0
2025,0.13799605159898545,0.48121618921016857,1.0,1.0
819,0.1379789992315367,0.4812477174436595,1.0,1.0
363,0.1379824962841073,0.4811940507971684,1.0,1.0
2375,0.13797211042991467,0.4804820694261476,1.0,1.0
2272,0.13799889497134862,0.48156614891443283,1.0,1.0
108,0.13799874690593644,0.48190236224733485,1.0,1.0
2141,0.13798309572675657,0.48129532942991476,1.0,1.0
1793,0.1379941879415826,0.48130738245809473,1.0,1.0
441,0.13799530079164543,0.48134246204615444,1.0,1.0
2321,0.13786186218238738,0.4807691334735178,1.0,1.0
246,0.1379978144261488,0.48122407315844984,1.0,1.0
1836,0.13792571844026663,0.4809877281199405,1.0,1.0
2378,0.13799765644411546,0.48153417512418084,1.0,1.0
67,0.13798077337336243,0.4814693515494236,1.0,1.0
1865,0.1379972727734631,0.48128743674278474,1.0,1.0
1890,0.13794725263590865,0.48121727670105835,1.0,1.0
1889,0.13798278540642106,0.48172965661105305,1.0,1.0
4,0.13798026048813025,0.4812872810445054,1.0,1.0
820,0.13799650460618382,0.4811686025069527,1.0,1.0
111,0.13798045159931577,0.4814215655790443,1.0,1.0
547,0.13794382159689528,0.4813722845667793,1.0,1.0
1913,0.13798031618614445,0.4813054057402623,1.0,1.0
981,0.13798083872484282,0.4812949978166291,1.0,1.0
1720,0.13798145430088452,0.4812758965314072,1.0,1.0
185,0.137996852319359,0.48167939550486855,1.0,1.0
192,0.138009597633606,0.4816404624269362,1.0,1.0
205,0.13799725855887326,0.4818988807317121,1.0,1.0
2486,0.13800901084319667,0.4815050726484265,1.0,1.0
2047,0.1379783253970175,0.48059622861044343,1.0,1.0
2124,0.13800937194498708,0.48125979425745274,1.0,1.0
733,0.13770558655730722,0.47917711791980944,0.9970609909355348,0.9985283296541575
1622,0.13801861283729613,0.4813355677603786,1.0,1.0
2060,0.1380184774241247,0.48100925990095816,1.0,1.0
2235,0.1380184774241247,0.48100925990095816,1.0,1.0
2466,0.13801861283729613,0.4813355677603786,1.0,1.0
1765,0.1379813188877132,0.4812963363973217,1.0,1.0
1232,0.13797984606430358,0.4808593029766387,1.0,1.0
1310,0.1379798009265798,0.48056741568983824,1.0,1.0
798,0.1379800266151988,0.48126196833515394,1.0,1.0
1344,0.13799559164325004,0.4812873199435509,1.0,1.0
1276,0.13771842251739577,0.4806957683145117,1.0,1.0
2073,0.13799494166002738,0.48138827341462953,1.0,1.0
2417,0.13667206077003463,0.4813940615360797,0.9890233859138784,0.9944812362030905
312,0.13799503193547494,0.48120519061565264,1.0,1.0
2415,0.13798658307420572,0.4815120806024543,1.0,1.0
1398,0.13800847516705297,0.48078488370619926,1.0,1.0
815,0.13734146009858314,0.48032929369486976,0.9941306451254965,0.9970566593083149
2462,0.13800843002932917,0.4814926140634882,1.0,1.0
93,0.13800887237902243,0.48140540396891973,1.0,1.0
1609,0.1379966578257117,0.4812770221444378,1.0,1.0
668,0.1379692287513576,0.48154092137636817,1.0,1.0
2723,0.1380099492263772,0.4817937614212947,1.0,1.0
2722,0.1379979994908164,0.4816936060783138,1.0,1.0
1799,0.1379815531300285,0.4809360444589853,1.0,1.0
239,0.13799815747284971,0.4817937614212947,1.0,1.0
398,0.13799789567405163,0.4816778381817512,1.0,1.0
298,0.13800943723562448,0.48170178202467956,1.0,1.0
1342,0.1380182816715146,0.4816404624269362,1.0,1.0
1781,0.13800843069369392,0.4816404624269362,1.0,1.0
1305,0.13797873919892698,0.4816764755240236,1.0,1.0
772,0.13798299696376068,0.48084720351649557,1.0,1.0
2391,0.13798058701248708,0.48140175463208107,1.0,1.0
349,0.13798084881128492,0.4814421270560796,1.0,1.0
551,0.1379964053031914,0.4814466969903452,1.0,1.0
292,0.1379797968062127,0.48138048944765244,1.0,1.0
1056,0.1379956675261187,0.48158785002149085,1.0,1.0
1015,0.1380080699689018,0.481334448434388,1.0,1.0
13,0.13796178916912136,0.4813634305805365,1.0,1.0
636,0.13795844109317384,0.4812781193215087,1.0,1.0
2487,0.13800937194498708,0.48125979425745274,1.0,1.0
624,0.13799746225431303,0.4813318204516276,1.0,1.0
1440,0.13799503117378503,0.48103529153019065,1.0,1.0
48,0.13798062312266607,0.48134347863865456,1.0,1.0
1348,0.13797816484602188,0.4809766630026803,1.0,1.0
583,0.13800547025585191,0.4810150755294743,1.0,1.0
1411,0.13800610218398418,0.4813090446010372,1.0,1.0
695,0.13801634649454206,0.48142379984824274,1.0,1.0
117,0.13800551539357567,0.4807149014986159,1.0,1.0
1843,0.13801585255887922,0.48104427533792354,1.0,1.0
1817,0.13797311974616142,0.48046611913062826,1.0,1.0
408,0.1380161324127665,0.48117947045104364,1.0,1.0
1857,0.13801580290738302,0.48124079004878706,1.0,1.0
1123,0.13788171451508147,0.48146672356666315,0.9985294125609083,0.9992641648270787
178,0.13801598345827804,0.48122144517568943,1.0,1.0
823,0.13726768893751376,0.4805878823318616,0.9926687209408324,0.9963208241353937
515,0.13801605116486368,0.4813090446010372,1.0,1.0
479,0.13801573520079738,0.48103748638245913,1.0,1.0
371,0.1376902053017392,0.48160542265679707,0.9963275923028522,0.9981604120676968
1098,0.13802395901268108,0.48134408437117626,1.0,1.0
988,0.13801563138403272,0.4807615481926136,1.0,1.0
1606,0.13795937055595542,0.481339976275493,1.0,1.0
478,0.13801616852294551,0.4813181695411776,1.0,1.0
1335,0.137981643405476,0.4813069974405535,1.0,1.0
209,0.13799748578053123,0.48133678441906397,1.0,1.0
517,0.1379957721941453,0.48132031572709855,1.0,1.0
486,0.13799478050760644,0.48089791129807163,1.0,1.0
224,0.1380079983445295,0.48137270018345657,1.0,1.0
2341,0.13799398608366797,0.48075624356074526,1.0,1.0
2026,0.1379560908722615,0.4813926533858968,1.0,1.0
2149,0.1380063250080932,0.4816017240143935,1.0,1.0
255,0.13800616784862507,0.48118460475069597,1.0,1.0
379,0.13775141078273886,0.4799879966004453,0.9985294125609082,0.9992641648270787
1241,0.13800021057876563,0.48141075726713545,1.0,1.0
271,0.13801623143055017,0.4813829201164138,1.0,1.0
2277,0.1380237438562018,0.4811376417254401,1.0,1.0
1334,0.13801159217800016,0.48122348916228086,1.0,1.0
295,0.13801627427418653,0.481260280920927,1.0,1.0
1709,0.1380058539265035,0.4812103492484787,1.0,1.0
740,0.13799802324269844,0.481201589305944,1.0,1.0
2249,0.1380056959444704,0.48160629865105054,1.0,1.0
667,0.1380077230044143,0.4811654788761617,1.0,1.0
1414,0.13787439311378558,0.48172835385036844,1.0,1.0
1662,0.13792100037994098,0.4816404624269362,1.0,1.0
1647,0.13795817245535894,0.4816404624269362,1.0,1.0
156,0.13798745263265175,0.4816404624269362,1.0,1.0
874,0.13800983644246353,0.4816404624269362,1.0,1.0
466,0.13802597337044298,0.4818857408179099,1.0,1.0
971,0.13803621266591207,0.48102726644950183,1.0,1.0
876,0.13804565423906082,0.48102726644950183,1.0,1.0
591,0.13803973803881703,0.48170178202467956,1.0,1.0
875,0.13804550252076983,0.4818857408179099,1.0,1.0
241,0.13764315311410255,0.48108858604724525,0.9926687209408318,0.9963208241353937
555,0.13770618229141066,0.48170178202467956,0.9933994123064197,0.9966887417218543
1314,0.13775289292456086,0.4816404624269362,0.9941306451254965,0.9970566593083149
1222,0.1377958113066487,0.4816404624269362,0.9948597121308794,0.9974245768947756
2210,0.13791465507326262,0.4816404624269362,0.9970609909355348,0.9985283296541575
1660,0.13795419420287164,0.4816404624269362,0.9977949310215334,0.9988962472406181
2296,0.13802759988730398,0.4816404624269362,0.9992644355537104,0.9996320824135394
2309,0.13799174794221974,0.4816404624269362,0.9985294125609082,0.9992641648270787
1600,0.13806207384151536,0.4816404624269362,1.0,1.0
154,0.13801618390714102,0.4813190610201779,1.0,1.0
773,0.1380158679430746,0.48104652947465154,1.0,1.0
2110,0.13802395885620108,0.4814605916068888,1.0,1.0
1996,0.13800408141108014,0.48118348542470546,1.0,1.0
1930,0.13802431995799125,0.4813359084248105,1.0,1.0
2426,0.1379863309656852,0.48173532745168046,1.0,1.0
1121,0.13800571851333227,0.4809069632386909,1.0,1.0
886,0.1380075179129821,0.4811478616583973,1.0,1.0
2424,0.13785799701779575,0.4814097839401871,0.9985294125609082,0.9992641648270787
1330,0.13798336655309668,0.48099879964965997,1.0,1.0
410,0.13800587649536533,0.48122378116036535,1.0,1.0
2199,0.13798336655309668,0.4813281792144202,1.0,1.0
2669,0.13798368251716342,0.48133429686056295,1.0,1.0
1778,0.13797390917797425,0.48101485189325666,1.0,1.0
1379,0.1379829151758589,0.4811400560132143,1.0,1.0
2812,0.1379995163673451,0.4816404624269362,1.0,1.0
2659,0.13796299888959765,0.48165031321886814,1.0,1.0
2719,0.13801107731028275,0.4816404624269362,1.0,1.0
2749,0.13799935387153942,0.4816404624269362,1.0,1.0
2767,0.1377845644742327,0.48165031321886814,0.9985294125609082,0.9992641648270787
521,0.13797530489110663,0.48134941087920413,1.0,1.0
2316,0.1379751694779352,0.48102782365548297,1.0,1.0
717,0.13798363737943958,0.4813021541694582,1.0,1.0
712,0.13799326864937192,0.48149329539235197,1.0,1.0
72,0.1379832311399252,0.4813688757317648,1.0,1.0
2003,0.1379751338308155,0.4809177344967028,1.0,1.0
1919,0.1379751338308155,0.4809177344967028,1.0,1.0
1635,0.13798398057644914,0.48129967632915965,1.0,1.0
2147,0.1349000958459946,0.4807790680776831,0.9667244397446169,0.9830757910228108
2418,0.13753947796479757,0.48160396266637456,0.9941306451254965,0.9970566593083149
1998,0.13801787827239081,0.48170178202467956,1.0,1.0
2159,0.13802506851980065,0.4816404624269362,1.0,1.0
1918,0.13801663266661637,0.4816521423503159,1.0,1.0
1722,0.13604488854584731,0.4808027199225271,0.9774200395152902,0.9885945548197204
533,0.13801730618593755,0.4812710848500531,1.0,1.0
1433,0.13801689994642355,0.4812710848500532,1.0,1.0
619,0.1380246315338759,0.4811253778058914,1.0,1.0
1589,0.1380246315338759,0.4811253778058914,1.0,1.0
1386,0.13684306893423775,0.48143051580418605,0.9853915872219394,0.9926416482707874
1263,0.13800936038305162,0.4814918354019295,1.0,1.0
1266,0.13710013135462512,0.4813992720091454,0.9882959432687008,0.9941133186166299
1487,0.13802505595826198,0.4809802547578986,1.0,1.0
233,0.138018933190655,0.4815178232314493,1.0,1.0
1788,0.13803508519520571,0.48089440732105776,1.0,1.0
1734,0.13769684790197165,0.481393140049371,0.9955947351236569,0.9977924944812362
2338,0.1380251326923924,0.4811703455109032,1.0,1.0
2625,0.13800795821422437,0.4812672888749548,1.0,1.0
2528,0.13786390553972294,0.4816404624269362,1.0,1.0
2713,0.1380120198382986,0.4811989613231835,1.0,1.0
2748,0.1378145587764209,0.48170178202467967,1.0,1.0
2531,0.13790548707729466,0.4816404624269362,1.0,1.0
2527,0.13794055095791757,0.4816404624269362,1.0,1.0
2783,0.13796998348442327,0.4816404624269362,1.0,1.0
2502,0.13799443649933832,0.4816404624269362,1.0,1.0
2683,0.13801439718709696,0.4816404624269362,1.0,1.0
2732,0.13803023079154114,0.4816404624269362,1.0,1.0
2597,0.1380422081323326,0.4816404624269362,1.0,1.0
2653,0.13805530774664082,0.4816404624269362,1.0,1.0
2778,0.1380505237377375,0.4816404624269362,1.0,1.0
2591,0.13805663337137405,0.4816404624269362,1.0,1.0
2652,0.13805452093466303,0.4816404624269362,1.0,1.0
2782,0.1380398027101544,0.4816404624269362,1.0,1.0
2781,0.13804893899568188,0.4816404624269362,1.0,1.0
2716,0.1380269692360091,0.4816404624269362,1.0,1.0
2524,0.13798929613030186,0.4816404624269362,1.0,1.0
2548,0.1380102296235983,0.4816404624269362,1.0,1.0
2558,0.1379331785678304,0.4816404624269362,1.0,1.0
2517,0.13796378313665048,0.4816404624269362,1.0,1.0
2602,0.1378968004399863,0.4816404624269362,1.0,1.0
2627,0.13785372875549579,0.4816404624269362,1.0,1.0
2786,0.13780269380718307,0.4816404624269362,1.0,1.0
2546,0.1377418807664688,0.4816404624269362,1.0,1.0
2660,0.13766855382903354,0.4816404624269362,1.0,1.0
1343,0.1379854974364712,0.48106847860991936,1.0,1.0
2728,0.13757821293806782,0.4816650559656026,1.0,1.0
220,0.1379854974364712,0.48106847860991936,1.0,1.0
626,0.1379998319413601,0.48159140674874146,1.0,1.0
120,0.13801138543612265,0.48122348916228086,1.0,1.0
508,0.1379981090872009,0.48109734598978016,1.0,1.0
1847,0.13795492208750806,0.4811568232873561,1.0,1.0
1451,0.13798740490963113,0.4818857408179099,1.0,1.0
908,0.13798313522377686,0.48170178202467967,1.0,1.0
2130,0.13798328493056056,0.48093222107299954,1.0,1.0
714,0.13798493490300215,0.4813461283577678,1.0,1.0
210,0.1379472851222542,0.48171404594422823,1.0,1.0
362,0.13798994789925345,0.4816404624269362,1.0,1.0
1350,0.13801021380964537,0.4816404624269362,1.0,1.0
2681,0.13791619247543715,0.4816404624269362,0.9992644355537104,0.9996320824135394
2734,0.1380114293845284,0.4816404624269362,1.0,1.0
630,0.13780798424445317,0.48165708385636113,1.0,1.0
1769,0.13786800368018312,0.4816404624269362,1.0,1.0
2215,0.1379142906846455,0.4816404624269362,1.0,1.0
2126,0.13794953028434032,0.4816404624269362,1.0,1.0
256,0.13797533061929274,0.4818857408179099,1.0,1.0
978,0.13799259236767197,0.481333864438219,1.0,1.0
1628,0.13802513897679503,0.481333864438219,1.0,1.0
679,0.13804028346008043,0.48170178202467956,1.0,1.0
2328,0.1380366071880544,0.4816404624269362,1.0,1.0
674,0.13802546687942757,0.4816404624269362,1.0,1.0
206,0.13800652102109523,0.4816404624269362,1.0,1.0
1329,0.13797906496808213,0.4816404624269362,1.0,1.0
484,0.13794192349625733,0.4816404624269362,1.0,1.0
2146,0.13789316601632984,0.48166090229285063,1.0,1.0
1957,0.13797562085517323,0.48128290232735416,1.0,1.0
2416,0.13799856635503996,0.4814059093502198,1.0,1.0
680,0.13802945211173748,0.481333864438219,1.0,1.0
2270,0.13804188410368423,0.4818857408179099,1.0,1.0
1408,0.1380478772042008,0.4816404624269362,1.0,1.0
810,0.1380477187455341,0.4816404624269362,1.0,1.0
2484,0.13804138332694885,0.48170178202467956,1.0,1.0
1829,0.13799861149276377,0.48142076756044233,1.0,1.0
2706,0.13801318263163417,0.4813081686067837,1.0,1.0
1468,0.13801206160402232,0.4805600695143137,1.0,1.0
2655,0.13801867198814288,0.48130116065275586,1.0,1.0
193,0.1380162161954309,0.48168338614535655,1.0,1.0
676,0.13797472176692177,0.48094025102032306,1.0,1.0
1420,0.1380262804649211,0.4816404624269362,1.0,1.0
145,0.13802163789800886,0.4818857408179099,1.0,1.0
932,0.13797074902133513,0.48088609660634524,1.0,1.0
931,0.13800181882889434,0.48154848303032105,1.0,1.0
1644,0.1380153829340837,0.4813072926125302,1.0,1.0
2493,0.13799052539027068,0.48115417330930055,1.0,1.0
274,0.1380047062090819,0.4805686497657196,1.0,1.0
2377,0.13800537353469228,0.4813153337905493,1.0,1.0
2539,0.13801580200221378,0.4818857408179099,1.0,1.0
2697,0.13802385176325677,0.4816404624269362,1.0,1.0
2765,0.1380155879204383,0.48170178202467967,1.0,1.0
2619,0.1380158245710757,0.48170178202467967,1.0,1.0
2552,0.1380125283989498,0.48170178202467967,1.0,1.0
2494,0.1380028728766957,0.48170178202467967,1.0,1.0
2776,0.13802415296152598,0.4816404624269362,1.0,1.0
2694,0.1380211946460597,0.4816404624269362,1.0,1.0
2811,0.13801205783167128,0.4816404624269362,1.0,1.0
2701,0.13798376100989926,0.4816684942430475,1.0,1.0
2498,0.13800586210181728,0.4816684942430475,1.0,1.0
2583,0.13800703385563134,0.481707913984454,1.0,1.0
2495,0.138006328866915,0.481707913984454,1.0,1.0
2529,0.13801709713327232,0.4816404624269362,1.0,1.0
2542,0.13800783859676427,0.4818244212201665,1.0,1.0
2801,0.13797725939926425,0.4814182564047316,1.0,1.0
2743,0.13800703385563134,0.4817385737833257,1.0,1.0
2724,0.1380080101201147,0.4817937614212947,1.0,1.0
2756,0.13799488596259707,0.4812424334796986,1.0,1.0
2593,0.13795059158208187,0.48164892587910824,1.0,1.0
2712,0.13800535096583041,0.48115417330930055,1.0,1.0
2730,0.1379923964793994,0.4816404624269362,1.0,1.0
2612,0.13801142069630562,0.4816404624269362,1.0,1.0
2629,0.13801192321986047,0.4816404624269362,1.0,1.0
2764,0.13799072896592454,0.4816778381817512,1.0,1.0
1738,0.13800028794961075,0.48132627248802223,1.0,1.0
2448,0.13800015253643952,0.48098288274065903,1.0,1.0
2451,0.13799987268255237,0.48137532816621703,1.0,1.0
656,0.13801114901996683,0.48089440732105776,1.0,1.0
2560,0.138020135929973,0.4813359084248105,1.0,1.0
2789,0.1380272533203541,0.4818857408179099,1.0,1.0
2515,0.13802009079224925,0.48171915591070685,1.0,1.0
1225,0.1380197362559462,0.4814892074191692,1.0,1.0
1016,0.13735755978619943,0.4818980047374586,0.9919385710286689,0.9959529065489331
657,0.1374420064500808,0.4806900086619129,0.9926687209408318,0.9963208241353937
2641,0.13802548258514102,0.48130320463934734,1.0,1.0
1036,0.13802522787941382,0.4806900086619129,1.0,1.0
1183,0.13772208072179523,0.4821310192088837,0.9955947351236569,0.9977924944812362
1851,0.1376536927954255,0.48154848303032105,0.994862419397888,0.9974245768947756
203,0.13778413346018523,0.4810885860472453,0.9963275923028518,0.9981604120676968
2658,0.1380408081467728,0.4810885860472453,1.0,1.0
1737,0.13789431963347265,0.4810885860472453,0.9977949310215334,0.9988962472406181
2656,0.1380445424998095,0.48170178202467956,1.0,1.0
2508,0.13804787835112906,0.4816404624269362,1.0,1.0
2303,0.1380445424998095,0.48170178202467956,1.0,1.0
104,0.13800863397169927,0.4812973646776575,1.0,1.0
1391,0.1380075445404941,0.480895137316269,1.0,1.0
2735,0.13763836927850484,0.48170178202467956,0.994862419397888,0.9974245768947756
2559,0.13771409650447192,0.4816404624269362,0.9955947351236569,0.9977924944812362
2704,0.13778230095869584,0.4816404624269362,0.9963275923028518,0.9981604120676968
2610,0.137844478312013,0.4816404624269362,0.9970609909355348,0.9985283296541575
2579,0.1379016989974474,0.4816404624269362,0.9977949310215334,0.9988962472406181
2757,0.13795477582061902,0.4816404624269362,0.9985294125609082,0.9992641648270787
2588,0.13805108465872482,0.4816404624269362,1.0,1.0
2621,0.137885068149985,0.48114844565456627,0.9985294125609082,0.9992641648270787
2780,0.13800436465380678,0.4816404624269362,0.9992644355537104,0.9996320824135394
2718,0.13796229857940948,0.4818857408179099,0.9992644355537104,0.9996320824135394
2622,0.13803181386440508,0.4816404624269362,1.0,1.0
2707,0.13801732875479944,0.48114844565456627,1.0,1.0
645,0.13798504633915581,0.48095130129184305,1.0,1.0
2522,0.13798735947215204,0.48133630483433126,1.0,1.0
2201,0.13798726919670448,0.4819068496248907,1.0,1.0
37,0.13798462154866034,0.4811849454151279,1.0,1.0
2678,0.13798480209955524,0.4811849454151279,1.0,1.0
2680,0.13797085119147567,0.4812855162938444,1.0,1.0
1773,0.1379700944927842,0.4809529566805637,1.0,1.0
2497,0.1379890595137105,0.4813336211064819,1.0,1.0
2128,0.1379297335972041,0.4802076315698964,1.0,1.0
2747,0.1379890595137105,0.4813423810490168,1.0,1.0
74,0.13798788461693914,0.48095781957174005,1.0,1.0
1340,0.13581261713476322,0.4820240505772646,1.0,1.0
1307,0.13797867652043705,0.48123823506554775,1.0,1.0
2386,0.13800918443398194,0.48124392902819535,1.0,1.0
213,0.13800918443398194,0.48124392902819535,1.0,1.0
40,0.13800019039039246,0.48131619855410723,1.0,1.0
2736,0.13801804117853955,0.48176310162242303,1.0,1.0
2543,0.13801822172943481,0.4816404624269362,1.0,1.0
2537,0.13800096224546846,0.48166090229285063,1.0,1.0
2599,0.13796700082049754,0.48127211867331077,1.0,1.0
2787,0.13798706821347603,0.48174674972969145,1.0,1.0
2740,0.1380009771498938,0.4817937614212947,1.0,1.0
893,0.13798454171957342,0.4811039226850985,1.0,1.0
369,0.13801138543612265,0.48122348916228086,1.0,1.0
2769,0.13799016234380768,0.48166148628901967,1.0,1.0
85,0.13800011191248818,0.4813058326221078,1.0,1.0
2577,0.13798581340053762,0.4812411168620277,1.0,1.0
2775,0.13801033006638788,0.4816404624269362,1.0,1.0
31,0.13790786199910948,0.48139530137230596,1.0,1.0
1113,0.13796994762208967,0.4817315658292979,1.0,1.0
2008,0.13798821390746013,0.4816404624269362,1.0,1.0
2326,0.13794894804602628,0.4816839435962451,1.0,1.0
71,0.13796604252456565,0.4813308758820664,1.0,1.0
1463,0.1379659382285649,0.481295468837153,1.0,1.0
1165,0.1379669563081198,0.4817753655419717,1.0,1.0
776,0.137903158486058,0.48144553234140025,1.0,1.0
1485,0.13799350127301815,0.4816404624269362,1.0,1.0
1686,0.13798815522841926,0.4816404624269362,1.0,1.0
2167,0.1372559565816741,0.4805954809081858,0.9941306451254965,0.9970566593083149
1467,0.13797273193199772,0.4813031913667072,1.0,1.0
1771,0.13762447022963828,0.4812914527770021,1.0,1.0
2164,0.1379417401813581,0.48077800046416075,1.0,1.0
2123,0.13795709450935303,0.48095377516473165,1.0,1.0
1196,0.13795753685904635,0.4810083630540035,1.0,1.0
2471,0.1379605096096381,0.48128938930293774,1.0,1.0
368,0.13796273651148183,0.48130237475005455,1.0,1.0
1979,0.13796116369652767,0.48130690615392174,1.0,1.0
2291,0.13797622105476096,0.4818857408179099,1.0,1.0
219,0.13787752013790489,0.48164862033812617,1.0,1.0
2024,0.137969112569609,0.4813202027925453,1.0,1.0
432,0.1379625559605869,0.48131699002259937,1.0,1.0
2623,0.1379834996608989,0.48172806185228395,1.0,1.0
1563,0.1379741573364716,0.48190822467041583,1.0,1.0
1568,0.13800012586637364,0.48102726644950183,1.0,1.0
1179,0.13799963934619422,0.4810885860472453,1.0,1.0
778,0.13800018261094063,0.48170178202467967,1.0,1.0
392,0.13799069073349127,0.48167963883660564,1.0,1.0
1515,0.13796518708266717,0.4819249172275793,1.0,1.0
430,0.1379965651539263,0.48102726644950183,1.0,1.0
214,0.13801345373345056,0.48102726644950183,1.0,1.0
1010,0.13798041250532184,0.4811376417254401,1.0,1.0
190,0.1380019946254863,0.48193479649610466,1.0,1.0
2209,0.13800960623067457,0.4818857408179099,1.0,1.0
1605,0.13802196756728402,0.4816404624269362,1.0,1.0
1337,0.13801862701870182,0.4816404624269362,1.0,1.0
1724,0.13799930739142796,0.4816404624269362,1.0,1.0
2115,0.13796223581774658,0.4816685672425686,1.0,1.0
2784,0.13800312971222745,0.4811376417254401,1.0,1.0
2572,0.13801470875757274,0.48102726644950183,1.0,1.0
2695,0.1380114797325899,0.48102726644950183,1.0,1.0
2405,0.13795619889304114,0.48133461385886345,1.0,1.0
979,0.13740779733594818,0.4819247623801103,0.994862419397888,0.9974245768947756
1371,0.13752616381665017,0.4811499056449888,0.9955947351236569,0.9977924944812362
1795,0.13771437708365047,0.4805367096675543,0.9970609909355348,0.9985283296541575
2294,0.1378807778993821,0.4811499056449888,0.9985294125609082,0.9992641648270787
218,0.13795944326685466,0.4818857408179099,0.9992644355537104,0.9996320824135394
1125,0.13801589381675122,0.4811499056449888,1.0,1.0
1541,0.13803043421271852,0.4816404624269362,1.0,1.0
409,0.1380059886880519,0.4811499056449888,1.0,1.0
1003,0.1379974413910811,0.4813097745962484,1.0,1.0
2288,0.1379605619729047,0.48132613976162014,1.0,1.0
105,0.13800513740646736,0.48132860847269815,1.0,1.0
2274,0.1379921254385483,0.4809729548057863,1.0,1.0
934,0.1379854828700006,0.48132048561689317,1.0,1.0
2089,0.13799682948783426,0.4816790061740892,1.0,1.0
1809,0.13799979521662625,0.48118669740363484,1.0,1.0
940,0.138009563660106,0.4816404624269362,1.0,1.0
2397,0.1379980763283949,0.4817753655419717,1.0,1.0
690,0.1377684277064433,0.4814459917026642,0.9977949310215336,0.9988962472406181
1565,0.137975197298989,0.48131394453380594,1.0,1.0
226,0.13797418266744074,0.4810482327968111,1.0,1.0
1110,0.13797276010213316,0.48089637795884804,1.0,1.0
518,0.13794492757015667,0.4814794184081795,1.0,1.0
1445,0.13798796030446805,0.48141004939299115,1.0,1.0
1301,0.13797978367983477,0.48128853326706006,1.0,1.0
188,0.13795851884443994,0.48165272634648487,1.0,1.0
2468,0.13798777624202702,0.48170178202467956,1.0,1.0
2104,0.1379582028803735,0.48118669740363484,1.0,1.0
1234,0.1370299009501468,0.4811965523389864,0.9926687209408318,0.9963208241353937
594,0.1379617009102696,0.48165272634648487,1.0,1.0
1744,0.13793155382577,0.48165031736228786,1.0,1.0
1423,0.1379583789511699,0.4812876719248098,1.0,1.0
